Evento,Lutador_1,Lutador_2,Categoria,Disputa_Cinturao,Metodo,Round,Tempo
UFC 308: Topuria vs. Holloway,Abus Magomedov,Brunno Ferreira,Middleweight,0,SUB Arm Triangle,3,3:14
UFC 308: Topuria vs. Holloway,Kennedy Nzechukwu,Chris Barnett,Heavyweight,0,KO/TKO Knee,1,4:27
UFC 308: Topuria vs. Holloway,Farid Basharat,Victor Hugo,Featherweight,0,U-DEC,3,5:00
UFC 308: Topuria vs. Holloway,Ismail Naurdiev,Bruno Silva,Middleweight,0,U-DEC,3,5:00
UFC 308: Topuria vs. Holloway,Rinat Fakhretdinov,Carlos Leal,Welterweight,0,U-DEC,3,5:00
UFC Fight Night: Hernandez vs. Pereira,Anthony Hernandez,Michel Pereira,Middleweight,0,KO/TKO Elbows,5,2:22
UFC Fight Night: Hernandez vs. Pereira,Rob Font,Kyler Phillips,Bantamweight,0,U-DEC,3,5:00
UFC Fight Night: Hernandez vs. Pereira,Charles Johnson,Sumudaerji,Flyweight,0,U-DEC,3,5:00
UFC Fight Night: Hernandez vs. Pereira,Cameron Smotherman,Jake Hadley,Bantamweight,0,U-DEC,3,5:00
UFC Fight Night: Hernandez vs. Pereira,Darren Elkins,Daniel Pineda,Featherweight,0,U-DEC,3,5:00
UFC Fight Night: Hernandez vs. Pereira,Asu Almabayev,Matheus Nicolau,Flyweight,0,U-DEC,3,5:00
UFC Fight Night: Hernandez vs. Pereira,Jean Matsumoto,Brad Katona,Bantamweight,0,U-DEC,3,5:00
UFC Fight Night: Hernandez vs. Pereira,Joselyne Edwards,Tamires Vidal,Women's Bantamweight,0,SUB Rear Naked Choke,3,4:33
UFC Fight Night: Hernandez vs. Pereira,Elise Reed,Jessica Penne,Women's Strawweight,0,U-DEC,3,5:00
UFC Fight Night: Hernandez vs. Pereira,Melissa Martinez,Alice Ardelean,Women's Strawweight,0,U-DEC,3,5:00
UFC Fight Night: Hernandez vs. Pereira,Austen Lane,Robelis Despaigne,Heavyweight,0,U-DEC,3,5:00
UFC Fight Night: Royval vs. Taira,Brandon Royval,Tatsuro Taira,Flyweight,0,S-DEC,5,5:00
UFC Fight Night: Royval vs. Taira,JunYong Park,Brad Tavares,Middleweight,0,S-DEC,3,5:00
UFC Fight Night: Royval vs. Taira,Chidi Njokuani,Jared Gooden,Welterweight,0,U-DEC,3,5:00
UFC Fight Night: Royval vs. Taira,Grant Dawson,Rafa Garcia,Lightweight,0,KO/TKO Punches,2,1:42
UFC Fight Night: Royval vs. Taira,Daniel Rodriguez,Alex Morono,Welterweight,0,S-DEC,3,5:00
UFC Fight Night: Royval vs. Taira,Ramazan Temirov,CJ Vergara,Flyweight,0,KO/TKO Punch,1,2:50
UFC Fight Night: Royval vs. Taira,Pat Sabatini,Jonathan Pearce,Featherweight,0,SUB Rear Naked Choke,1,4:06
UFC Fight Night: Royval vs. Taira,Themba Gorimbo,Niko Price,Welterweight,0,U-DEC,3,5:00
UFC Fight Night: Royval vs. Taira,Junior Tafa,Sean Sharaf,Heavyweight,0,KO/TKO Punches,2,2:15
UFC Fight Night: Royval vs. Taira,Julia Polastri,Cory McKenna,Women's Strawweight,0,S-DEC,3,5:00
UFC Fight Night: Royval vs. Taira,Cody Haddon,Dan Argueta,Bantamweight,0,U-DEC,3,5:00
UFC Fight Night: Royval vs. Taira,Clayton Carpenter,Lucas Rocha,Flyweight,0,SUB Rear Naked Choke,2,2:12
UFC 307: Pereira vs. Rountree Jr.,Alex Pereira,Khalil Rountree Jr.,Light Heavyweight,1,KO/TKO Punch,4,4:32
UFC 307: Pereira vs. Rountree Jr.,Julianna Pena,Raquel Pennington,Women's Bantamweight,1,S-DEC,5,5:00
UFC 307: Pereira vs. Rountree Jr.,Mario Bautista,Jose Aldo,Bantamweight,0,S-DEC,3,5:00
UFC 307: Pereira vs. Rountree Jr.,Roman Dolidze,Kevin Holland,Middleweight,0,KO/TKO,1,5:00
UFC 307: Pereira vs. Rountree Jr.,Kayla Harrison,Ketlen Vieira,Women's Bantamweight,0,U-DEC,3,5:00
UFC 307: Pereira vs. Rountree Jr.,Joaquin Buckley,Stephen Thompson,Welterweight,0,KO/TKO Punch,3,2:17
UFC 307: Pereira vs. Rountree Jr.,Iasmin Lucindo,Marina Rodriguez,Women's Strawweight,0,S-DEC,3,5:00
UFC 307: Pereira vs. Rountree Jr.,Alexander Hernandez,Austin Hubbard,Lightweight,0,S-DEC,3,5:00
UFC 307: Pereira vs. Rountree Jr.,Cesar Almeida,Ihor Potieria,Middleweight,0,U-DEC,3,5:00
UFC 307: Pereira vs. Rountree Jr.,Ryan Spann,Ovince Saint Preux,Light Heavyweight,0,SUB Guillotine Choke,1,1:35
UFC 307: Pereira vs. Rountree Jr.,Tecia Pennington,Carla Esparza,Women's Strawweight,0,U-DEC,3,5:00
UFC 307: Pereira vs. Rountree Jr.,Court McGee,Tim Means,Welterweight,0,SUB Rear Naked Choke,1,3:19
UFC Fight Night: Moicano vs. Saint Denis,Renato Moicano,Benoit Saint Denis,Lightweight,0,KO/TKO,2,5:00
UFC Fight Night: Moicano vs. Saint Denis,Nassourdine Imavov,Brendan Allen,Middleweight,0,U-DEC,3,5:00
UFC Fight Night: Moicano vs. Saint Denis,William Gomis,Joanderson Brito,Featherweight,0,S-DEC,3,5:00
UFC Fight Night: Moicano vs. Saint Denis,Bryan Battle,Kevin Jousset,Welterweight,0,KO/TKO Punches,2,3:47
UFC Fight Night: Moicano vs. Saint Denis,Morgan Charriere,Gabriel Miranda,Featherweight,0,KO/TKO Punch,2,0:27
UFC Fight Night: Moicano vs. Saint Denis,Fares Ziam,Matt Frevola,Lightweight,0,KO/TKO Knee,3,2:59
UFC Fight Night: Moicano vs. Saint Denis,Ion Cutelaba,Ivan Erslan,Light Heavyweight,0,S-DEC,3,5:00
UFC Fight Night: Moicano vs. Saint Denis,Oumar Sy,Da Woon Jung,Light Heavyweight,0,U-DEC,3,5:00
UFC Fight Night: Moicano vs. Saint Denis,Ludovit Klein,Roosevelt Roberts,Lightweight,0,U-DEC,3,5:00
UFC Fight Night: Moicano vs. Saint Denis,Taylor Lapilus,Vince Morales,Bantamweight,0,U-DEC,3,5:00
UFC Fight Night: Moicano vs. Saint Denis,Ailin Perez,Daria Zhelezniakova,Women's Bantamweight,0,SUB Arm Triangle,1,3:52
UFC Fight Night: Moicano vs. Saint Denis,Daniel Barez,Victor Altamirano,Flyweight,0,U-DEC,3,5:00
UFC Fight Night: Moicano vs. Saint Denis,Jacqueline Cavalcanti,Nora Cornolle,Women's Bantamweight,0,S-DEC,3,5:00
UFC Fight Night: Moicano vs. Saint Denis,Chris Duncan,Bolaji Oki,Lightweight,0,SUB Guillotine Choke,1,3:34
UFC 306: Riyadh Season Noche UFC,Merab Dvalishvili,Sean O'Malley,Bantamweight,1,U-DEC,5,5:00
UFC 306: Riyadh Season Noche UFC,Valentina Shevchenko,Alexa Grasso,Women's Flyweight,1,U-DEC,5,5:00
UFC 306: Riyadh Season Noche UFC,Diego Lopes,Brian Ortega,Featherweight,0,U-DEC,3,5:00
UFC 306: Riyadh Season Noche UFC,Esteban Ribovics,Daniel Zellhuber,Lightweight,0,S-DEC,3,5:00
UFC 306: Riyadh Season Noche UFC,Ronaldo Rodriguez,Ode Osbourne,Flyweight,0,U-DEC,3,5:00
UFC 306: Riyadh Season Noche UFC,Norma Dumont,Irene Aldana,Women's Bantamweight,0,U-DEC,3,5:00
UFC 306: Riyadh Season Noche UFC,Ignacio Bahamondes,Manuel Torres,Lightweight,0,KO/TKO Punch,1,4:02
UFC 306: Riyadh Season Noche UFC,Ketlen Souza,Yazmin Jauregui,Women's Strawweight,0,SUB Rear Naked Choke,1,3:02
UFC 306: Riyadh Season Noche UFC,Joshua Van,Edgar Chairez,Flyweight,0,U-DEC,3,5:00
UFC 306: Riyadh Season Noche UFC,Raul Rosas Jr.,Aoriqileng,Bantamweight,0,U-DEC,3,5:00
UFC Fight Night: Burns vs. Brady,Sean Brady,Gilbert Burns,Welterweight,0,U-DEC,5,5:00
UFC Fight Night: Burns vs. Brady,Natalia Silva,Jessica Andrade,Women's Flyweight,0,U-DEC,3,5:00
UFC Fight Night: Burns vs. Brady,Steve Garcia,Kyle Nelson,Featherweight,0,KO/TKO Elbows,1,3:59
UFC Fight Night: Burns vs. Brady,Cody Durden,Matt Schnell,Bantamweight,0,SUB Guillotine Choke,2,0:29
UFC Fight Night: Burns vs. Brady,Yanal Ashmouz,Trevor Peek,Lightweight,0,U-DEC,3,5:00
UFC Fight Night: Burns vs. Brady,Chris Padilla,Rongzhu,Lightweight,0,KO/TKO,2,4:14
UFC Fight Night: Burns vs. Brady,Isaac Dulgarian,Brendon Marotte,Featherweight,0,SUB Arm Triangle,2,4:19
UFC Fight Night: Burns vs. Brady,Andre Lima,Felipe dos Santos,Flyweight,0,U-DEC,3,5:00
UFC Fight Night: Burns vs. Brady,Gabriel Santos,Yizha,Featherweight,0,U-DEC,3,5:00
UFC Fight Night: Burns vs. Brady,Jaqueline Amorim,Vanessa Demopoulos,Women's Strawweight,0,SUB Armbar,1,3:28
UFC Fight Night: Burns vs. Brady,Andre Petroski,Dylan Budka,Middleweight,0,U-DEC,3,5:00
UFC Fight Night: Burns vs. Brady,Nathan Fletcher,Zygimantas Ramaska,Featherweight,0,SUB Arm Triangle,2,1:14
UFC Fight Night: Cannonier vs. Borralho,Caio Borralho,Jared Cannonier,Middleweight,0,U-DEC,5,5:00
UFC Fight Night: Cannonier vs. Borralho,Tabatha Ricci,Angela Hill,Women's Strawweight,0,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Borralho,Ryan Loder,Robert Valentin,Middleweight,1,KO/TKO Elbows,2,1:49
UFC Fight Night: Cannonier vs. Borralho,Mairon Santos,Kaan Ofli,Featherweight,1,KO/TKO Punch,2,1:30
UFC Fight Night: Cannonier vs. Borralho,Michael Morales,Neil Magny,Welterweight,0,KO/TKO Punches,1,4:39
UFC Fight Night: Cannonier vs. Borralho,Gerald Meerschaert,Edmen Shahbazyan,Middleweight,0,SUB Arm Triangle,2,4:12
UFC Fight Night: Cannonier vs. Borralho,Francis Marshall,Dennis Buzukja,Lightweight,0,S-DEC,3,5:00
UFC Fight Night: Cannonier vs. Borralho,Zach Reese,Jose Daniel Medina,Middleweight,0,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Borralho,Viacheslav Borshchev,James Llontop,Lightweight,0,S-DEC,3,5:00
UFC Fight Night: Cannonier vs. Borralho,Jacqueline Cavalcanti,Josiane Nunes,Women's Bantamweight,0,S-DEC,3,5:00
UFC Fight Night: Cannonier vs. Borralho,Wang Cong,Victoria Leonardo,Women's Flyweight,0,KO/TKO Punches,1,1:02
UFC 305: Du Plessis vs. Adesanya,Dricus Du Plessis,Israel Adesanya,Middleweight,1,SUB Rear Naked Choke,4,3:38
UFC 305: Du Plessis vs. Adesanya,Kai Kara-France,Steve Erceg,Flyweight,0,KO/TKO Punch,1,4:04
UFC 305: Du Plessis vs. Adesanya,Dan Hooker,Mateusz Gamrot,Lightweight,0,S-DEC,3,5:00
UFC 305: Du Plessis vs. Adesanya,Jairzinho Rozenstruik,Tai Tuivasa,Heavyweight,0,S-DEC,3,5:00
UFC 305: Du Plessis vs. Adesanya,Carlos Prates,Li Jingliang,Welterweight,0,KO/TKO Punch,2,4:02
UFC 305: Du Plessis vs. Adesanya,Valter Walker,Junior Tafa,Heavyweight,0,SUB Heel Hook,1,4:56
UFC 305: Du Plessis vs. Adesanya,Ricardo Ramos,Josh Culibao,Featherweight,0,S-DEC,3,5:00
UFC 305: Du Plessis vs. Adesanya,Casey O'Neill,Luana Santos,Women's Flyweight,0,U-DEC,3,5:00
UFC 305: Du Plessis vs. Adesanya,Jack Jenkins,Herbert Burns,Featherweight,0,KO/TKO Punches,3,0:48
UFC 305: Du Plessis vs. Adesanya,Tom Nolan,Alex Reyes,Lightweight,0,U-DEC,3,5:00
UFC 305: Du Plessis vs. Adesanya,Song Kenan,Ricky Glenn,Welterweight,0,U-DEC,3,5:00
UFC 305: Du Plessis vs. Adesanya,Jesus Aguilar,Stewart Nicoll,Flyweight,0,SUB Guillotine Choke,1,2:39
UFC Fight Night: Tybura vs. Spivac 2,Serghei Spivac,Marcin Tybura,Heavyweight,0,SUB Armbar,1,1:44
UFC Fight Night: Tybura vs. Spivac 2,Chepe Mariscal,Damon Jackson,Featherweight,0,U-DEC,3,5:00
UFC Fight Night: Tybura vs. Spivac 2,Danny Barlow,Nikolay Veretennikov,Welterweight,0,S-DEC,3,5:00
UFC Fight Night: Tybura vs. Spivac 2,Chris Gutierrez,Quang Le,Bantamweight,0,U-DEC,3,5:00
UFC Fight Night: Tybura vs. Spivac 2,Yana Santos,Chelsea Chandler,Women's Bantamweight,0,U-DEC,3,5:00
UFC Fight Night: Tybura vs. Spivac 2,Toshiomi Kazama,Charalampos Grigoriou,Bantamweight,0,SUB Triangle Choke,2,1:55
UFC Fight Night: Tybura vs. Spivac 2,Karol Rosa,Pannie Kianzad,Women's Bantamweight,0,U-DEC,3,5:00
UFC Fight Night: Tybura vs. Spivac 2,Jhonata Diniz,Karl Williams,Heavyweight,0,U-DEC,3,5:00
UFC Fight Night: Tybura vs. Spivac 2,Youssef Zalal,Jarno Errens,Featherweight,0,SUB Rear Naked Choke,1,3:52
UFC Fight Night: Tybura vs. Spivac 2,Stephanie Luciano,Talita Alencar,Women's Strawweight,0,U-DEC,3,5:00
UFC Fight Night: Sandhagen vs. Nurmagomedov,Umar Nurmagomedov,Cory Sandhagen,Bantamweight,0,U-DEC,5,5:00
UFC Fight Night: Sandhagen vs. Nurmagomedov,Shara Magomedov,Michal Oleksiejczuk,Middleweight,0,U-DEC,3,5:00
UFC Fight Night: Sandhagen vs. Nurmagomedov,Deiveson Figueiredo,Marlon Vera,Bantamweight,0,U-DEC,3,5:00
UFC Fight Night: Sandhagen vs. Nurmagomedov,Michael Chiesa,Tony Ferguson,Welterweight,0,SUB Rear Naked Choke,1,3:44
UFC Fight Night: Sandhagen vs. Nurmagomedov,Mackenzie Dern,Loopy Godinez,Women's Strawweight,0,U-DEC,3,5:00
UFC Fight Night: Sandhagen vs. Nurmagomedov,Joel Alvarez,Elves Brener,Lightweight,0,KO/TKO Knees,3,3:36
UFC Fight Night: Sandhagen vs. Nurmagomedov,Azamat Murzakanov,Alonzo Menifield,Light Heavyweight,0,KO/TKO Punches,2,3:18
UFC Fight Night: Sandhagen vs. Nurmagomedov,Kaue Fernandes,Mohammad Yahya,Lightweight,0,KO/TKO Punches,1,4:45
UFC Fight Night: Sandhagen vs. Nurmagomedov,Shamil Gaziev,Don'Tale Mayes,Heavyweight,0,U-DEC,3,5:00
UFC Fight Night: Sandhagen vs. Nurmagomedov,Guram Kutateladze,Jordan Vucenic,Lightweight,0,U-DEC,3,5:00
UFC Fight Night: Sandhagen vs. Nurmagomedov,Sam Hughes,Viktoriia Dudakova,Women's Strawweight,0,S-DEC,3,5:00
UFC Fight Night: Sandhagen vs. Nurmagomedov,Jai Herbert,Rolando Bedoya,Lightweight,0,U-DEC,3,5:00
UFC Fight Night: Sandhagen vs. Nurmagomedov,Sedriques Dumas,Denis Tiuliulin,Middleweight,0,U-DEC,3,5:00
UFC 304: Edwards vs. Muhammad 2,Belal Muhammad,Leon Edwards,Welterweight,1,U-DEC,5,5:00
UFC 304: Edwards vs. Muhammad 2,Tom Aspinall,Curtis Blaydes,Heavyweight,1,KO/TKO Punch,1,1:00
UFC 304: Edwards vs. Muhammad 2,Paddy Pimblett,King Green,Lightweight,0,SUB Triangle Choke,1,3:22
UFC 304: Edwards vs. Muhammad 2,Gregory Rodrigues,Christian Leroy Duncan,Middleweight,0,U-DEC,3,5:00
UFC 304: Edwards vs. Muhammad 2,Arnold Allen,Giga Chikadze,Featherweight,0,U-DEC,3,5:00
UFC 304: Edwards vs. Muhammad 2,Nathaniel Wood,Daniel Pineda,Featherweight,0,U-DEC,3,5:00
UFC 304: Edwards vs. Muhammad 2,Bruna Brasil,Molly McCann,Women's Strawweight,0,U-DEC,3,5:00
UFC 304: Edwards vs. Muhammad 2,Jake Hadley,Caolan Loughran,Bantamweight,0,U-DEC,3,5:00
UFC 304: Edwards vs. Muhammad 2,Muhammad Mokaev,Manel Kape,Flyweight,0,U-DEC,3,5:00
UFC 304: Edwards vs. Muhammad 2,Oban Elliott,Preston Parsons,Welterweight,0,U-DEC,3,5:00
UFC 304: Edwards vs. Muhammad 2,Modestas Bukauskas,Marcin Prachnio,Light Heavyweight,0,SUB Arm Triangle,3,3:12
UFC 304: Edwards vs. Muhammad 2,Sam Patterson,Kiefer Crosbie,Welterweight,0,SUB Arm Triangle,1,2:50
UFC 304: Edwards vs. Muhammad 2,Mick Parkin,Lukasz Brzeski,Heavyweight,0,KO/TKO Punches,1,3:23
UFC 304: Edwards vs. Muhammad 2,Shauna Bannon,Alice Ardelean,Women's Strawweight,0,S-DEC,3,5:00
UFC Fight Night: Lemos vs. Jandiroba,Virna Jandiroba,Amanda Lemos,Women's Strawweight,0,SUB Armbar,2,4:48
UFC Fight Night: Lemos vs. Jandiroba,Steve Garcia,SeungWoo Choi,Featherweight,0,KO/TKO Punch,1,1:36
UFC Fight Night: Lemos vs. Jandiroba,Kurt Holobaugh,Kaynan Kruschewsky,Lightweight,0,U-DEC,3,5:00
UFC Fight Night: Lemos vs. Jandiroba,Bruno Silva,Cody Durden,Flyweight,0,KO/TKO Punches,2,2:58
UFC Fight Night: Lemos vs. Jandiroba,Dooho Choi,Bill Algeo,Featherweight,0,KO/TKO Punch,2,3:38
UFC Fight Night: Lemos vs. Jandiroba,Hyder Amil,JeongYeong Lee,Featherweight,0,KO/TKO Punches,1,1:05
UFC Fight Night: Lemos vs. Jandiroba,Cody Gibson,Brian Kelleher,Bantamweight,0,SUB Arm Triangle,1,3:58
UFC Fight Night: Lemos vs. Jandiroba,Miranda Maverick,Dione Barbosa,Women's Flyweight,0,U-DEC,3,5:00
UFC Fight Night: Lemos vs. Jandiroba,Trey Ogden,Loik Radzhabov,Lightweight,0,U-DEC,3,5:00
UFC Fight Night: Lemos vs. Jandiroba,Luana Carolina,Lucie Pudilova,Women's Flyweight,0,U-DEC,3,5:00
UFC Fight Night: Lemos vs. Jandiroba,Thomas Petersen,Mohammed Usman,Heavyweight,0,U-DEC,3,5:00
UFC Fight Night: Namajunas vs. Cortez,Rose Namajunas,Tracy Cortez,Women's Flyweight,0,U-DEC,5,5:00
UFC Fight Night: Namajunas vs. Cortez,Muslim Salikhov,Santiago Ponzinibbio,Welterweight,0,S-DEC,3,5:00
UFC Fight Night: Namajunas vs. Cortez,Jean Silva,Drew Dober,Lightweight,0,KO/TKO,3,1:28
UFC Fight Night: Namajunas vs. Cortez,Gabriel Bonfim,Ange Loosa,Welterweight,0,U-DEC,3,5:00
UFC Fight Night: Namajunas vs. Cortez,Julian Erosa,Christian Rodriguez,Featherweight,0,SUB Guillotine Choke,1,4:49
UFC Fight Night: Namajunas vs. Cortez,Abdul Razak Alhassan,Cody Brundage,Middleweight,0,CNC,1,0:37
UFC Fight Night: Namajunas vs. Cortez,Charles Johnson,Joshua Van,Flyweight,0,KO/TKO Punch,3,0:20
UFC Fight Night: Namajunas vs. Cortez,Jasmine Jasudavicius,Fatima Kline,Women's Flyweight,0,U-DEC,3,5:00
UFC Fight Night: Namajunas vs. Cortez,Montel Jackson,Da'Mon Blackshear,Bantamweight,0,KO/TKO Punch,1,0:18
UFC Fight Night: Namajunas vs. Cortez,Luana Santos,Mariya Agapova,Women's Flyweight,0,SUB Rear Naked Choke,1,3:27
UFC Fight Night: Namajunas vs. Cortez,Andre Petroski,Josh Fremd,Middleweight,0,U-DEC,3,5:00
UFC Fight Night: Namajunas vs. Cortez,Evan Elder,Darrius Flowers,Welterweight,0,SUB Arm Triangle,2,1:46
UFC 303: Pereira vs. Prochazka 2,Alex Pereira,Jiri Prochazka,Light Heavyweight,1,KO/TKO Kick,2,0:13
UFC 303: Pereira vs. Prochazka 2,Diego Lopes,Dan Ige,Catch Weight,0,U-DEC,3,5:00
UFC 303: Pereira vs. Prochazka 2,Roman Dolidze,Anthony Smith,Light Heavyweight,0,U-DEC,3,5:00
UFC 303: Pereira vs. Prochazka 2,Macy Chiasson,Mayra Bueno Silva,Women's Bantamweight,0,KO/TKO,2,1:58
UFC 303: Pereira vs. Prochazka 2,Ian Machado Garry,Michael Page,Welterweight,0,U-DEC,3,5:00
UFC 303: Pereira vs. Prochazka 2,Joe Pyfer,Marc-Andre Barriault,Middleweight,0,KO/TKO Punch,1,1:25
UFC 303: Pereira vs. Prochazka 2,Andre Fili,Cub Swanson,Featherweight,0,S-DEC,3,5:00
UFC 303: Pereira vs. Prochazka 2,Jean Silva,Charles Jourdain,Featherweight,0,KO/TKO Punch,2,1:22
UFC 303: Pereira vs. Prochazka 2,Payton Talbott,Yanis Ghemmouri,Bantamweight,0,KO/TKO Punch,1,0:19
UFC 303: Pereira vs. Prochazka 2,Gillian Robertson,Michelle Waterson-Gomez,Women's Strawweight,0,U-DEC,3,5:00
UFC 303: Pereira vs. Prochazka 2,Martin Buday,Andrei Arlovski,Heavyweight,0,S-DEC,3,5:00
UFC 303: Pereira vs. Prochazka 2,Rei Tsuruya,Carlos Hernandez,Flyweight,0,U-DEC,3,5:00
UFC 303: Pereira vs. Prochazka 2,Vinicius Oliveira,Ricky Simon,Bantamweight,0,U-DEC,3,5:00
UFC Fight Night: Whittaker vs. Aliskerov,Robert Whittaker,Ikram Aliskerov,Middleweight,0,KO/TKO Punch,1,1:49
UFC Fight Night: Whittaker vs. Aliskerov,Alexander Volkov,Sergei Pavlovich,Heavyweight,0,U-DEC,3,5:00
UFC Fight Night: Whittaker vs. Aliskerov,Kelvin Gastelum,Daniel Rodriguez,Middleweight,0,U-DEC,3,5:00
UFC Fight Night: Whittaker vs. Aliskerov,Shara Magomedov,Antonio Trocoli,Middleweight,0,KO/TKO Punches,3,2:27
UFC Fight Night: Whittaker vs. Aliskerov,Volkan Oezdemir,Johnny Walker,Light Heavyweight,0,KO/TKO Punch,1,2:28
UFC Fight Night: Whittaker vs. Aliskerov,Nasrat Haqparast,Jared Gordon,Lightweight,0,S-DEC,3,5:00
UFC Fight Night: Whittaker vs. Aliskerov,Felipe Lima,Muhammad Naimov,Featherweight,0,SUB Rear Naked Choke,3,1:15
UFC Fight Night: Whittaker vs. Aliskerov,Rinat Fakhretdinov,Nicolas Dalby,Welterweight,0,S-DEC,3,5:00
UFC Fight Night: Whittaker vs. Aliskerov,Muin Gafurov,Kyung Ho Kang,Bantamweight,0,U-DEC,3,5:00
UFC Fight Night: Whittaker vs. Aliskerov,Magomed Gadzhiyasulov,Brendson Ribeiro,Light Heavyweight,0,M-DEC,3,5:00
UFC Fight Night: Whittaker vs. Aliskerov,ChangHo Lee,Xiao Long,Bantamweight,0,S-DEC,3,5:00
UFC Fight Night: Perez vs. Taira,Tatsuro Taira,Alex Perez,Flyweight,0,KO/TKO,2,2:59
UFC Fight Night: Perez vs. Taira,Miles Johns,Douglas Silva de Andrade,Bantamweight,0,U-DEC,3,5:00
UFC Fight Night: Perez vs. Taira,Lucas Almeida,Timmy Cuamba,Featherweight,0,U-DEC,3,5:00
UFC Fight Night: Perez vs. Taira,Brady Hiestand,Garrett Armfield,Bantamweight,0,SUB Rear Naked Choke,3,1:52
UFC Fight Night: Perez vs. Taira,Asu Almabayev,Jose Johnson,Flyweight,0,U-DEC,3,5:00
UFC Fight Night: Perez vs. Taira,Adam Fugitt,Josh Quinlan,Welterweight,0,S-DEC,3,5:00
UFC Fight Night: Perez vs. Taira,Nate Maness,Jimmy Flick,Flyweight,0,U-DEC,3,5:00
UFC Fight Night: Perez vs. Taira,Gabriella Fernandes,Carli Judice,Women's Flyweight,0,S-DEC,3,5:00
UFC Fight Night: Perez vs. Taira,Westin Wilson,Jeka Saragih,Featherweight,0,SUB Triangle Armbar,1,1:49
UFC Fight Night: Perez vs. Taira,Melquizael Costa,Shayilan Nuerdanbieke,Featherweight,0,SUB Rear Naked Choke,3,1:50
UFC Fight Night: Perez vs. Taira,Josefine Knutsson,Julia Polastri,Women's Strawweight,0,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Imavov,Nassourdine Imavov,Jared Cannonier,Middleweight,0,KO/TKO Punches,4,1:34
UFC Fight Night: Cannonier vs. Imavov,Dominick Reyes,Dustin Jacoby,Light Heavyweight,0,KO/TKO Punches,1,2:00
UFC Fight Night: Cannonier vs. Imavov,Raul Rosas Jr.,Ricky Turcios,Bantamweight,0,SUB Rear Naked Choke,2,2:22
UFC Fight Night: Cannonier vs. Imavov,Brunno Ferreira,Dustin Stoltzfus,Middleweight,0,KO/TKO Spinning Back Elbow,1,4:51
UFC Fight Night: Cannonier vs. Imavov,Zach Reese,Julian Marquez,Middleweight,0,KO/TKO Punch,1,0:20
UFC Fight Night: Cannonier vs. Imavov,Punahele Soriano,Miguel Baeza,Welterweight,0,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Imavov,Ludovit Klein,Thiago Moises,Lightweight,0,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Imavov,Carlos Prates,Charles Radtke,Welterweight,0,KO/TKO Knee,1,4:47
UFC Fight Night: Cannonier vs. Imavov,Brad Katona,Jesse Butler,Bantamweight,0,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Imavov,Montana De La Rosa,Andrea Lee,Women's Flyweight,0,S-DEC,3,5:00
UFC Fight Night: Cannonier vs. Imavov,Daniel Marcos,John Castaneda,Bantamweight,0,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Imavov,Denise Gomes,Eduarda Moura,Women's Strawweight,0,S-DEC,3,5:00
UFC Fight Night: Cannonier vs. Imavov,Taylor Lapilus,Cody Stamann,Bantamweight,0,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Imavov,Puja Tomar,Rayanne dos Santos,Women's Strawweight,0,S-DEC,3,5:00
UFC 302: Makhachev vs. Poirier,Islam Makhachev,Dustin Poirier,Lightweight,1,SUB D'Arce Choke,5,2:42
UFC 302: Makhachev vs. Poirier,Sean Strickland,Paulo Costa,Middleweight,0,S-DEC,5,5:00
UFC 302: Makhachev vs. Poirier,Kevin Holland,Michal Oleksiejczuk,Middleweight,0,SUB Armbar,1,1:34
UFC 302: Makhachev vs. Poirier,Niko Price,Alex Morono,Welterweight,0,U-DEC,3,5:00
UFC 302: Makhachev vs. Poirier,Randy Brown,Elizeu Zaleski dos Santos,Welterweight,0,U-DEC,3,5:00
UFC 302: Makhachev vs. Poirier,Roman Kopylov,Cesar Almeida,Middleweight,0,S-DEC,3,5:00
UFC 302: Makhachev vs. Poirier,Jailton Almeida,Alexandr Romanov,Heavyweight,0,SUB Rear Naked Choke,1,2:27
UFC 302: Makhachev vs. Poirier,Grant Dawson,Joe Solecki,Lightweight,0,U-DEC,3,5:00
UFC 302: Makhachev vs. Poirier,Jake Matthews,Phil Rowe,Welterweight,0,U-DEC,3,5:00
UFC 302: Makhachev vs. Poirier,Bassil Hafez,Mickey Gall,Welterweight,0,U-DEC,3,5:00
UFC 302: Makhachev vs. Poirier,Ailin Perez,Joselyne Edwards,Women's Bantamweight,0,U-DEC,3,5:00
UFC 302: Makhachev vs. Poirier,Andre Lima,Mitch Raposo,Flyweight,0,S-DEC,3,5:00
UFC Fight Night: Barboza vs. Murphy,Lerone Murphy,Edson Barboza,Featherweight,0,U-DEC,5,5:00
UFC Fight Night: Barboza vs. Murphy,Khaos Williams,Carlston Harris,Welterweight,0,KO/TKO Punch,1,1:30
UFC Fight Night: Barboza vs. Murphy,Themba Gorimbo,Ramiz Brahimaj,Welterweight,0,U-DEC,3,5:00
