Evento,Lutador_1,Lutador_2,Categoria,Disputa_Cinturao,Metodo,Round,Tempo
UFC Fight Night: Taira vs. Park,Karol Rosa,Nora Cornolle,Women's Bantamweight,0,U-DEC,3,5:00
UFC Fight Night: Taira vs. Park,Neil Magny,Elizeu Zaleski dos Santos,Welterweight,0,KO/TKO Punches,2,4:39
UFC Fight Night: Taira vs. Park,Kevin Vallejos,Danny Silva,Featherweight,0,U-DEC,3,5:00
UFC Fight Night: Taira vs. Park,Rinya Nakamura,Nathan Fletcher,Bantamweight,0,KO/TKO Kick,1,1:02
UFC Fight Night: Taira vs. Park,Rodolfo Vieira,Tresean Gore,Middleweight,0,U-DEC,3,5:00
UFC Fight Night: Taira vs. Park,Andrey Pulyaev,Nick Klein,Middleweight,0,KO/TKO Kick,2,1:31
UFC Fight Night: Taira vs. Park,Austin Bashi,John Yannis,Featherweight,0,SUB Rear Naked Choke,1,3:39
UFC Fight Night: Taira vs. Park,Rafael Estevam,Felipe Bunes,Flyweight,0,U-DEC,3,5:00
UFC Fight Night: Taira vs. Park,Piera Rodriguez,Ketlen Souza,Women's Strawweight,0,S-DEC,3,5:00
UFC Fight Night: Whittaker vs. De Ridder,Reinier de Ridder,Robert Whittaker,Middleweight,0,S-DEC,5,5:00
UFC Fight Night: Whittaker vs. De Ridder,Petr Yan,Marcus McGhee,Bantamweight,0,U-DEC,3,5:00
UFC Fight Night: Whittaker vs. De Ridder,Shara Magomedov,Marc-Andre Barriault,Middleweight,0,U-DEC,3,5:00
UFC Fight Night: Whittaker vs. De Ridder,Asu Almabayev,Jose Ochoa,Flyweight,0,U-DEC,3,5:00
UFC Fight Night: Whittaker vs. De Ridder,Bogdan Guskov,Nikita Krylov,Light Heavyweight,0,KO/TKO Punches,1,4:18
UFC Fight Night: Whittaker vs. De Ridder,Bryce Mitchell,Said Nurmagomedov,Bantamweight,0,U-DEC,3,5:00
UFC Fight Night: Whittaker vs. De Ridder,Muslim Salikhov,Carlos Leal,Welterweight,0,KO/TKO Punch,1,0:42
UFC Fight Night: Whittaker vs. De Ridder,Davey Grant,Da'Mon Blackshear,Bantamweight,0,U-DEC,3,5:00
UFC Fight Night: Whittaker vs. De Ridder,Tabatha Ricci,Amanda Ribas,Women's Strawweight,0,KO/TKO Elbow,2,2:59
UFC Fight Night: Whittaker vs. De Ridder,Billy Elekana,Ibo Aslan,Light Heavyweight,0,U-DEC,3,5:00
UFC Fight Night: Whittaker vs. De Ridder,Steven Nguyen,Mohammad Yahya,Featherweight,0,KO/TKO,2,5:00
UFC Fight Night: Whittaker vs. De Ridder,Martin Buday,Marcus Buchecha,Heavyweight,0,U-DEC,3,5:00
UFC 318: Holloway vs. Poirier 3,Max Holloway,Dustin Poirier,Lightweight,0,U-DEC,5,5:00
UFC 318: Holloway vs. Poirier 3,Paulo Costa,Roman Kopylov,Middleweight,0,U-DEC,3,5:00
UFC 318: Holloway vs. Poirier 3,Daniel Rodriguez,Kevin Holland,Welterweight,0,U-DEC,3,5:00
UFC 318: Holloway vs. Poirier 3,Patricio Freire,Dan Ige,Featherweight,0,U-DEC,3,5:00
UFC 318: Holloway vs. Poirier 3,Michael Johnson,Daniel Zellhuber,Lightweight,0,U-DEC,3,5:00
UFC 318: Holloway vs. Poirier 3,Vinicius Oliveira,Kyler Phillips,Bantamweight,0,U-DEC,3,5:00
UFC 318: Holloway vs. Poirier 3,Brendan Allen,Marvin Vettori,Middleweight,0,U-DEC,3,5:00
UFC 318: Holloway vs. Poirier 3,Nikolay Veretennikov,Francisco Prado,Welterweight,0,S-DEC,3,5:00
UFC 318: Holloway vs. Poirier 3,Ateba Gautier,Robert Valentin,Middleweight,0,KO/TKO Punch,1,1:10
UFC 318: Holloway vs. Poirier 3,Islam Dulatov,Adam Fugitt,Welterweight,0,KO/TKO Punch,1,4:06
UFC 318: Holloway vs. Poirier 3,Jimmy Crute,Marcin Prachnio,Light Heavyweight,0,SUB Armbar,1,4:42
UFC 318: Holloway vs. Poirier 3,Ryan Spann,Lukasz Brzeski,Heavyweight,0,SUB Guillotine Choke,1,2:47
UFC 318: Holloway vs. Poirier 3,Brunno Ferreira,Jackson McVey,Middleweight,0,SUB Armbar,1,3:35
UFC 318: Holloway vs. Poirier 3,Carli Judice,Nicolle Caliari,Women's Flyweight,0,KO/TKO Knee,3,1:30
UFC Fight Night: Lewis vs. Teixeira,Derrick Lewis,Tallison Teixeira,Heavyweight,0,KO/TKO Punches,1,0:35
UFC Fight Night: Lewis vs. Teixeira,Gabriel Bonfim,Stephen Thompson,Welterweight,0,S-DEC,3,5:00
UFC Fight Night: Lewis vs. Teixeira,Steve Garcia,Calvin Kattar,Featherweight,0,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Teixeira,Morgan Charriere,Nate Landwehr,Featherweight,0,KO/TKO Punch,3,0:27
UFC Fight Night: Lewis vs. Teixeira,Vitor Petrino,Austen Lane,Heavyweight,0,SUB Rear Naked Choke,1,4:16
UFC Fight Night: Lewis vs. Teixeira,Tuco Tokkos,Junior Tafa,Light Heavyweight,0,SUB Arm Triangle,2,4:25
UFC Fight Night: Lewis vs. Teixeira,Chris Curtis,Max Griffin,Welterweight,0,S-DEC,3,5:00
UFC Fight Night: Lewis vs. Teixeira,Jake Matthews,Chidi Njokuani,Welterweight,0,SUB Rear Naked Choke,1,1:09
UFC Fight Night: Lewis vs. Teixeira,Eduarda Moura,Lauren Murphy,Women's Flyweight,0,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Teixeira,Valter Walker,Kennedy Nzechukwu,Heavyweight,0,SUB Heel Hook,1,0:54
UFC Fight Night: Lewis vs. Teixeira,Mike Davis,Mitch Ramirez,Lightweight,0,KO/TKO Punches,2,4:08
UFC Fight Night: Lewis vs. Teixeira,Fatima Kline,Melissa Martinez,Women's Strawweight,0,KO/TKO Kick,3,2:36
UFC 317: Topuria vs. Oliveira,Ilia Topuria,Charles Oliveira,Lightweight,1,KO/TKO Punch,1,2:27
UFC 317: Topuria vs. Oliveira,Alexandre Pantoja,Kai Kara-France,Flyweight,1,SUB Rear Naked Choke,3,1:55
UFC 317: Topuria vs. Oliveira,Joshua Van,Brandon Royval,Flyweight,0,U-DEC,3,5:00
UFC 317: Topuria vs. Oliveira,Beneil Dariush,Renato Moicano,Lightweight,0,U-DEC,3,5:00
UFC 317: Topuria vs. Oliveira,Payton Talbott,Felipe Lima,Bantamweight,0,U-DEC,3,5:00
UFC 317: Topuria vs. Oliveira,Gregory Rodrigues,Jack Hermansson,Middleweight,0,KO/TKO Punch,1,4:21
UFC 317: Topuria vs. Oliveira,Jose Delgado,Hyder Amil,Featherweight,0,KO/TKO Knee,1,0:26
UFC 317: Topuria vs. Oliveira,Tracy Cortez,Viviane Araujo,Women's Flyweight,0,U-DEC,3,5:00
UFC 317: Topuria vs. Oliveira,Terrance McKinney,Viacheslav Borshchev,Lightweight,0,SUB Guillotine Choke,1,0:55
UFC 317: Topuria vs. Oliveira,Jacobe Smith,Niko Price,Welterweight,0,SUB Rear Naked Choke,2,4:03
UFC 317: Topuria vs. Oliveira,Jhonata Diniz,Alvin Hines,Heavyweight,0,U-DEC,3,5:00
UFC Fight Night: Hill vs. Rountree Jr.,Khalil Rountree Jr.,Jamahal Hill,Light Heavyweight,0,U-DEC,5,5:00
UFC Fight Night: Hill vs. Rountree Jr.,Rafael Fiziev,Ignacio Bahamondes,Lightweight,0,U-DEC,3,5:00
UFC Fight Night: Hill vs. Rountree Jr.,Curtis Blaydes,Rizvan Kuniev,Heavyweight,0,S-DEC,3,5:00
UFC Fight Night: Hill vs. Rountree Jr.,Myktybek Orolbai,Tofiq Musayev,Catch Weight,0,SUB Kimura,1,4:35
UFC Fight Night: Hill vs. Rountree Jr.,Nazim Sadykhov,Nikolas Motta,Lightweight,0,KO/TKO Punches,2,4:17
UFC Fight Night: Hill vs. Rountree Jr.,Muhammad Naimov,Bogdan Grad,Featherweight,0,U-DEC,3,5:00
UFC Fight Night: Hill vs. Rountree Jr.,Seokhyeon Ko,Oban Elliott,Welterweight,0,U-DEC,3,5:00
UFC Fight Night: Hill vs. Rountree Jr.,JunYong Park,Ismail Naurdiev,Middleweight,0,U-DEC,3,5:00
UFC Fight Night: Hill vs. Rountree Jr.,Daria Zhelezniakova,Melissa Mullins,Women's Bantamweight,0,U-DEC,3,5:00
UFC Fight Night: Hill vs. Rountree Jr.,Klaudia Sygula,Irina Alekseeva,Women's Bantamweight,0,U-DEC,3,5:00
UFC Fight Night: Hill vs. Rountree Jr.,Tagir Ulanbekov,Azat Maksum,Flyweight,0,U-DEC,3,5:00
UFC Fight Night: Hill vs. Rountree Jr.,Mohammed Usman,Hamdy Abdelwahab,Heavyweight,0,U-DEC,3,5:00
UFC Fight Night: Usman vs. Buckley,Kamaru Usman,Joaquin Buckley,Welterweight,0,U-DEC,5,5:00
UFC Fight Night: Usman vs. Buckley,Rose Namajunas,Miranda Maverick,Women's Flyweight,0,U-DEC,3,5:00
UFC Fight Night: Usman vs. Buckley,Edmen Shahbazyan,Andre Petroski,Middleweight,0,U-DEC,3,5:00
UFC Fight Night: Usman vs. Buckley,Raoni Barcelos,Cody Garbrandt,Bantamweight,0,U-DEC,3,5:00
UFC Fight Night: Usman vs. Buckley,Mansur Abdul-Malik,Cody Brundage,Middleweight,0,Overturned,3,0:36
UFC Fight Night: Usman vs. Buckley,Alonzo Menifield,Oumar Sy,Light Heavyweight,0,U-DEC,3,5:00
UFC Fight Night: Usman vs. Buckley,Paul Craig,Rodolfo Bellato,Light Heavyweight,0,CNC,1,4:59
UFC Fight Night: Usman vs. Buckley,Michael Chiesa,Court McGee,Welterweight,0,U-DEC,3,5:00
UFC Fight Night: Usman vs. Buckley,Malcolm Wellmaker,Kris Moutinho,Bantamweight,0,KO/TKO Punch,1,2:37
UFC Fight Night: Usman vs. Buckley,Jose Ochoa,Cody Durden,Flyweight,0,KO/TKO Punch,2,0:11
UFC Fight Night: Usman vs. Buckley,Ricky Simon,Cameron Smotherman,Bantamweight,0,U-DEC,3,5:00
UFC Fight Night: Usman vs. Buckley,Phil Rowe,Ange Loosa,Welterweight,0,KO/TKO Punches,3,4:03
UFC Fight Night: Usman vs. Buckley,Jamey-Lyn Horth,Vanessa Demopoulos,Women's Flyweight,0,U-DEC,3,5:00
UFC 316: Dvalishvili vs. O'Malley 2,Merab Dvalishvili,Sean O'Malley,Bantamweight,1,SUB Guillotine Choke,3,4:42
UFC 316: Dvalishvili vs. O'Malley 2,Kayla Harrison,Julianna Pena,Women's Bantamweight,1,SUB Kimura,2,4:55
UFC 316: Dvalishvili vs. O'Malley 2,Joe Pyfer,Kelvin Gastelum,Middleweight,0,U-DEC,3,5:00
UFC 316: Dvalishvili vs. O'Malley 2,Mario Bautista,Patchy Mix,Bantamweight,0,U-DEC,3,5:00
UFC 316: Dvalishvili vs. O'Malley 2,Kevin Holland,Vicente Luque,Welterweight,0,SUB Anaconda Choke,2,1:03
UFC 316: Dvalishvili vs. O'Malley 2,Joshua Van,Bruno Silva,Flyweight,0,KO/TKO Punches,3,4:01
UFC 316: Dvalishvili vs. O'Malley 2,Azamat Murzakanov,Brendson Ribeiro,Light Heavyweight,0,KO/TKO Punches,1,3:25
UFC 316: Dvalishvili vs. O'Malley 2,Waldo Cortes Acosta,Serghei Spivac,Heavyweight,0,U-DEC,3,5:00
UFC 316: Dvalishvili vs. O'Malley 2,Andreas Gustafsson,Khaos Williams,Welterweight,0,U-DEC,3,5:00
UFC 316: Dvalishvili vs. O'Malley 2,Wang Cong,Ariane da Silva,Women's Flyweight,0,U-DEC,3,5:00
UFC 316: Dvalishvili vs. O'Malley 2,JooSang Yoo,Jeka Saragih,Featherweight,0,KO/TKO Punch,1,0:28
UFC 316: Dvalishvili vs. O'Malley 2,Quillan Salkilld,Yanal Ashmouz,Lightweight,0,U-DEC,3,5:00
UFC 316: Dvalishvili vs. O'Malley 2,MarQuel Mederos,Mark Choinski,Lightweight,0,U-DEC,3,5:00
UFC Fight Night: Blanchfield vs. Barber,Mateusz Gamrot,Ludovit Klein,Lightweight,0,U-DEC,3,5:00
UFC Fight Night: Blanchfield vs. Barber,Ramiz Brahimaj,Billy Ray Goff,Welterweight,0,SUB Guillotine Choke,1,3:16
UFC Fight Night: Blanchfield vs. Barber,Dustin Jacoby,Bruno Lopes,Light Heavyweight,0,KO/TKO Punch,1,1:50
UFC Fight Night: Blanchfield vs. Barber,Ketlen Vieira,Macy Chiasson,Women's Featherweight,0,U-DEC,3,5:00
UFC Fight Night: Blanchfield vs. Barber,Zach Reese,Dusko Todorovic,Middleweight,0,U-DEC,3,5:00
UFC Fight Night: Blanchfield vs. Barber,Allan Nascimento,Jafel Filho,Flyweight,0,U-DEC,3,5:00
UFC Fight Night: Blanchfield vs. Barber,Jordan Leavitt,Kurt Holobaugh,Lightweight,0,SUB Anaconda Choke,1,1:39
UFC Fight Night: Blanchfield vs. Barber,Bolaji Oki,Michael Aswell Jr.,Lightweight,0,U-DEC,3,5:00
UFC Fight Night: Blanchfield vs. Barber,Alice Ardelean,Rayanne dos Santos,Women's Strawweight,0,U-DEC,3,5:00
UFC Fight Night: Burns vs. Morales,Michael Morales,Gilbert Burns,Welterweight,0,KO/TKO Punches,1,3:39
UFC Fight Night: Burns vs. Morales,Mairon Santos,Sodiq Yusuff,Lightweight,0,U-DEC,3,5:00
UFC Fight Night: Burns vs. Morales,Nursulton Ruziboev,Dustin Stoltzfus,Middleweight,0,U-DEC,3,5:00
UFC Fight Night: Burns vs. Morales,Melquizael Costa,Julian Erosa,Featherweight,0,U-DEC,3,5:00
UFC Fight Night: Burns vs. Morales,Gabe Green,Matheus Camilo,Lightweight,0,SUB Rear Naked Choke,2,3:43
UFC Fight Night: Burns vs. Morales,Jared Gordon,Thiago Moises,Lightweight,0,KO/TKO Punch,1,3:37
UFC Fight Night: Burns vs. Morales,Yadier del Valle,Connor Matthews,Featherweight,0,SUB Rear Naked Choke,1,2:54
UFC Fight Night: Burns vs. Morales,Luana Santos,Tainara Lisboa,Women's Bantamweight,0,SUB Keylock,2,4:59
UFC Fight Night: Burns vs. Morales,Denise Gomes,Elise Reed,Women's Strawweight,0,KO/TKO Punches,2,0:30
UFC Fight Night: Burns vs. Morales,HyunSung Park,Carlos Hernandez,Flyweight,0,SUB Rear Naked Choke,1,2:26
UFC Fight Night: Burns vs. Morales,Tecia Pennington,Luana Pinheiro,Women's Strawweight,0,U-DEC,3,5:00
UFC 315: Muhammad vs. Della Maddalena,Jack Della Maddalena,Belal Muhammad,Welterweight,1,U-DEC,5,5:00
UFC 315: Muhammad vs. Della Maddalena,Valentina Shevchenko,Manon Fiorot,Women's Flyweight,1,U-DEC,5,5:00
UFC 315: Muhammad vs. Della Maddalena,Aiemann Zahabi,Jose Aldo,Featherweight,0,U-DEC,3,5:00
UFC 315: Muhammad vs. Della Maddalena,Natalia Silva,Alexa Grasso,Women's Flyweight,0,U-DEC,3,5:00
UFC 315: Muhammad vs. Della Maddalena,Benoit Saint Denis,Kyle Prepolec,Lightweight,0,SUB Arm Triangle,2,2:35
UFC 315: Muhammad vs. Della Maddalena,Mike Malott,Charles Radtke,Welterweight,0,KO/TKO Punch,2,0:26
UFC 315: Muhammad vs. Della Maddalena,Jasmine Jasudavicius,Jessica Andrade,Women's Flyweight,0,SUB Rear Naked Choke,1,2:40
UFC 315: Muhammad vs. Della Maddalena,Modestas Bukauskas,Ion Cutelaba,Light Heavyweight,0,S-DEC,3,5:00
UFC 315: Muhammad vs. Della Maddalena,Navajo Stirling,Ivan Erslan,Light Heavyweight,0,U-DEC,3,5:00
UFC 315: Muhammad vs. Della Maddalena,Marc-Andre Barriault,Bruno Silva,Middleweight,0,KO/TKO Elbows,1,1:27
UFC 315: Muhammad vs. Della Maddalena,Daniel Santos,JeongYeong Lee,Featherweight,0,U-DEC,3,5:00
UFC 315: Muhammad vs. Della Maddalena,Bekzat Almakhan,Brad Katona,Bantamweight,0,KO/TKO Punch,1,1:04
UFC Fight Night: Sandhagen vs. Figueiredo,Cory Sandhagen,Deiveson Figueiredo,Bantamweight,0,KO/TKO,2,4:08
UFC Fight Night: Sandhagen vs. Figueiredo,Reinier de Ridder,Bo Nickal,Middleweight,0,KO/TKO Knee,2,1:53
UFC Fight Night: Sandhagen vs. Figueiredo,Daniel Rodriguez,Santiago Ponzinibbio,Welterweight,0,KO/TKO Punch,3,1:12
UFC Fight Night: Sandhagen vs. Figueiredo,Montel Jackson,Daniel Marcos,Bantamweight,0,U-DEC,3,5:00
UFC Fight Night: Sandhagen vs. Figueiredo,Serhiy Sidey,Cameron Smotherman,Bantamweight,0,U-DEC,3,5:00
UFC Fight Night: Sandhagen vs. Figueiredo,Mason Jones,Jeremy Stephens,Lightweight,0,U-DEC,3,5:00
UFC Fight Night: Sandhagen vs. Figueiredo,Yana Santos,Miesha Tate,Women's Bantamweight,0,U-DEC,3,5:00
UFC Fight Night: Sandhagen vs. Figueiredo,Azamat Bekoev,Ryan Loder,Middleweight,0,KO/TKO Punch,1,2:44
UFC Fight Night: Sandhagen vs. Figueiredo,Gillian Robertson,Marina Rodriguez,Women's Strawweight,0,KO/TKO Punches,2,2:07
UFC Fight Night: Sandhagen vs. Figueiredo,Quang Le,Gaston Bolanos,Bantamweight,0,SUB Rear Naked Choke,2,1:54
UFC Fight Night: Sandhagen vs. Figueiredo,Thomas Petersen,Don'Tale Mayes,Heavyweight,0,U-DEC,3,5:00
UFC Fight Night: Sandhagen vs. Figueiredo,Juliana Miller,Ivana Petrovic,Women's Flyweight,0,U-DEC,3,5:00
UFC Fight Night: Machado Garry vs. Prates,Ian Machado Garry,Carlos Prates,Welterweight,0,U-DEC,5,5:00
UFC Fight Night: Machado Garry vs. Prates,Zhang Mingyang,Anthony Smith,Light Heavyweight,0,KO/TKO Elbows,1,4:03
UFC Fight Night: Machado Garry vs. Prates,David Onama,Giga Chikadze,Featherweight,0,U-DEC,3,5:00
UFC Fight Night: Machado Garry vs. Prates,Abus Magomedov,Michel Pereira,Middleweight,0,U-DEC,3,5:00
UFC Fight Night: Machado Garry vs. Prates,Randy Brown,Nicolas Dalby,Welterweight,0,KO/TKO Punch,2,1:39
UFC Fight Night: Machado Garry vs. Prates,Ikram Aliskerov,Andre Muniz,Middleweight,0,KO/TKO Punches,1,4:54
UFC Fight Night: Machado Garry vs. Prates,Matt Schnell,Jimmy Flick,Flyweight,0,U-DEC,3,5:00
UFC Fight Night: Machado Garry vs. Prates,Evan Elder,Gauge Young,Lightweight,0,U-DEC,3,5:00
UFC Fight Night: Machado Garry vs. Prates,Chris Gutierrez,John Castaneda,Featherweight,0,S-DEC,3,5:00
UFC Fight Night: Machado Garry vs. Prates,Da'Mon Blackshear,Alatengheili,Bantamweight,0,U-DEC,3,5:00
UFC Fight Night: Machado Garry vs. Prates,Malcolm Wellmaker,Cameron Saaiman,Bantamweight,0,KO/TKO Punch,1,1:59
UFC Fight Night: Machado Garry vs. Prates,Jaqueline Amorim,Polyana Viana,Women's Strawweight,0,SUB Rear Naked Choke,2,1:49
UFC Fight Night: Machado Garry vs. Prates,Timmy Cuamba,Roberto Romero,Featherweight,0,KO/TKO Flying Knee,2,3:55
UFC Fight Night: Machado Garry vs. Prates,Joselyne Edwards,Chelsea Chandler,Women's Bantamweight,0,KO/TKO Punches,1,2:31
UFC 314: Volkanovski vs. Lopes,Alexander Volkanovski,Diego Lopes,Featherweight,1,U-DEC,5,5:00
UFC 314: Volkanovski vs. Lopes,Paddy Pimblett,Michael Chandler,Lightweight,0,KO/TKO Elbows,3,3:07
UFC 314: Volkanovski vs. Lopes,Yair Rodriguez,Patricio Freire,Featherweight,0,U-DEC,3,5:00
UFC 314: Volkanovski vs. Lopes,Jean Silva,Bryce Mitchell,Featherweight,0,SUB Guillotine Choke,2,3:52
UFC 314: Volkanovski vs. Lopes,Dominick Reyes,Nikita Krylov,Light Heavyweight,0,KO/TKO Punch,1,2:24
UFC 314: Volkanovski vs. Lopes,Dan Ige,Sean Woodson,Featherweight,0,KO/TKO Punches,3,1:12
UFC 314: Volkanovski vs. Lopes,Virna Jandiroba,Yan Xiaonan,Women's Strawweight,0,U-DEC,3,5:00
UFC 314: Volkanovski vs. Lopes,Chase Hooper,Jim Miller,Lightweight,0,U-DEC,3,5:00
UFC 314: Volkanovski vs. Lopes,Julian Erosa,Darren Elkins,Featherweight,0,KO/TKO Punches,1,4:15
UFC 314: Volkanovski vs. Lopes,Michal Oleksiejczuk,Sedriques Dumas,Middleweight,0,KO/TKO Punches,1,2:49
UFC 314: Volkanovski vs. Lopes,Sumudaerji,Mitch Raposo,Flyweight,0,S-DEC,3,5:00
UFC 314: Volkanovski vs. Lopes,Marco Tulio,Tresean Gore,Middleweight,0,KO/TKO Punch,2,3:16
UFC 314: Volkanovski vs. Lopes,Nora Cornolle,Hailey Cowan,Women's Bantamweight,0,SUB Rear Naked Choke,2,1:52
UFC Fight Night: Emmett vs. Murphy,Lerone Murphy,Josh Emmett,Featherweight,0,U-DEC,5,5:00
UFC Fight Night: Emmett vs. Murphy,Pat Sabatini,Joanderson Brito,Featherweight,0,U-DEC,3,5:00
UFC Fight Night: Emmett vs. Murphy,ChangHo Lee,Cortavious Romious,Bantamweight,0,KO/TKO Elbows,2,3:48
UFC Fight Night: Emmett vs. Murphy,Brad Tavares,Gerald Meerschaert,Middleweight,0,U-DEC,3,5:00
UFC Fight Night: Emmett vs. Murphy,Ode Osbourne,Luis Gurule,Flyweight,0,KO/TKO Punch,2,1:54
UFC Fight Night: Emmett vs. Murphy,Torrez Finney,Robert Valentin,Middleweight,0,S-DEC,3,5:00
UFC Fight Night: Emmett vs. Murphy,Dione Barbosa,Diana Belbita,Women's Flyweight,0,SUB Arm Triangle,1,4:13
UFC Fight Night: Emmett vs. Murphy,Rhys McKee,Daniel Frunza,Welterweight,0,KO/TKO,1,5:00
UFC Fight Night: Emmett vs. Murphy,Loma Lookboonmee,Istela Nunes,Women's Strawweight,0,U-DEC,3,5:00
UFC Fight Night: Emmett vs. Murphy,Victor Henry,Pedro Falcao,Bantamweight,0,U-DEC,3,5:00
UFC Fight Night: Emmett vs. Murphy,Martin Buday,Uran Satybaldiev,Heavyweight,0,U-DEC,3,5:00
UFC Fight Night: Emmett vs. Murphy,Talita Alencar,Vanessa Demopoulos,Women's Strawweight,0,U-DEC,3,5:00
UFC Fight Night: Moreno vs. Erceg,Brandon Moreno,Steve Erceg,Flyweight,0,U-DEC,5,5:00
UFC Fight Night: Moreno vs. Erceg,Manuel Torres,Drew Dober,Lightweight,0,KO/TKO Punches,1,1:45
UFC Fight Night: Moreno vs. Erceg,Edgar Chairez,CJ Vergara,Flyweight,0,SUB Rear Naked Choke,1,2:30
UFC Fight Night: Moreno vs. Erceg,Raul Rosas Jr.,Vince Morales,Bantamweight,0,U-DEC,3,5:00
UFC Fight Night: Moreno vs. Erceg,David Martinez,Saimon Oliveira,Bantamweight,0,KO/TKO Knee,1,4:38
UFC Fight Night: Moreno vs. Erceg,Kevin Borjas,Ronaldo Rodriguez,Flyweight,0,U-DEC,3,5:00
UFC Fight Night: Moreno vs. Erceg,Ateba Gautier,Jose Daniel Medina,Middleweight,0,KO/TKO Knee,1,3:32
UFC Fight Night: Moreno vs. Erceg,Melquizael Costa,Christian Rodriguez,Featherweight,0,U-DEC,3,5:00
UFC Fight Night: Moreno vs. Erceg,Loopy Godinez,Julia Polastri,Women's Strawweight,0,U-DEC,3,5:00
UFC Fight Night: Moreno vs. Erceg,Rafa Garcia,Vinc Pichel,Lightweight,0,U-DEC,3,5:00
UFC Fight Night: Moreno vs. Erceg,Jamall Emmers,Gabriel Miranda,Featherweight,0,KO/TKO Punch,1,4:06
UFC Fight Night: Moreno vs. Erceg,MarQuel Mederos,Austin Hubbard,Lightweight,0,S-DEC,3,5:00
UFC Fight Night: Edwards vs. Brady,Sean Brady,Leon Edwards,Welterweight,0,SUB Guillotine Choke,4,1:39
UFC Fight Night: Edwards vs. Brady,Carlos Ulberg,Jan Blachowicz,Light Heavyweight,0,U-DEC,3,5:00
UFC Fight Night: Edwards vs. Brady,Kevin Holland,Gunnar Nelson,Welterweight,0,U-DEC,3,5:00
UFC Fight Night: Edwards vs. Brady,Alexia Thainara,Molly McCann,Women's Strawweight,0,SUB Rear Naked Choke,1,4:32
UFC Fight Night: Edwards vs. Brady,Chris Duncan,Jordan Vucenic,Lightweight,0,SUB Guillotine Choke,2,3:42
UFC Fight Night: Edwards vs. Brady,Nathaniel Wood,Morgan Charriere,Featherweight,0,U-DEC,3,5:00
UFC Fight Night: Edwards vs. Brady,Chris Padilla,Jai Herbert,Lightweight,0,S-DEC,3,5:00
UFC Fight Night: Edwards vs. Brady,Lone'er Kavanagh,Felipe dos Santos,Flyweight,0,U-DEC,3,5:00
UFC Fight Night: Edwards vs. Brady,Marcin Tybura,Mick Parkin,Heavyweight,0,U-DEC,3,5:00
UFC Fight Night: Edwards vs. Brady,Christian Leroy Duncan,Andrey Pulyaev,Middleweight,0,U-DEC,3,5:00
UFC Fight Night: Edwards vs. Brady,Shauna Bannon,Puja Tomar,Women's Strawweight,0,SUB Armbar,2,3:22
UFC Fight Night: Edwards vs. Brady,Caolan Loughran,Nathan Fletcher,Bantamweight,0,S-DEC,3,5:00
UFC Fight Night: Edwards vs. Brady,Kaue Fernandes,Guram Kutateladze,Lightweight,0,U-DEC,3,5:00
UFC Fight Night: Vettori vs. Dolidze 2,Roman Dolidze,Marvin Vettori,Middleweight,0,U-DEC,5,5:00
UFC Fight Night: Vettori vs. Dolidze 2,Chidi Njokuani,Elizeu Zaleski dos Santos,Welterweight,0,KO/TKO Knee,2,2:19
UFC Fight Night: Vettori vs. Dolidze 2,Alexander Hernandez,Kurt Holobaugh,Lightweight,0,U-DEC,3,5:00
UFC Fight Night: Vettori vs. Dolidze 2,Da'Mon Blackshear,Cody Gibson,Bantamweight,0,SUB Kimura,2,4:09
UFC Fight Night: Vettori vs. Dolidze 2,Brendson Ribeiro,Diyar Nurgozhay,Light Heavyweight,0,SUB Kimura,2,1:28
UFC Fight Night: Vettori vs. Dolidze 2,Kevin Vallejos,SeungWoo Choi,Featherweight,0,KO/TKO Punches,1,3:09
UFC Fight Night: Vettori vs. Dolidze 2,Waldo Cortes Acosta,Ryan Spann,Heavyweight,0,KO/TKO Punches,2,4:48
UFC Fight Night: Vettori vs. Dolidze 2,SuYoung You,AJ Cunningham,Bantamweight,0,U-DEC,3,5:00
UFC Fight Night: Vettori vs. Dolidze 2,Carlos Vera,Josias Musasa,Bantamweight,0,SUB Rear Naked Choke,1,3:16
UFC Fight Night: Vettori vs. Dolidze 2,Sam Hughes,Stephanie Luciano,Women's Strawweight,0,S-DEC,3,5:00
UFC Fight Night: Vettori vs. Dolidze 2,Andre Lima,Daniel Barez,Flyweight,0,SUB Rear Naked Choke,3,3:05
UFC Fight Night: Vettori vs. Dolidze 2,Priscila Cachoeira,Josiane Nunes,Women's Bantamweight,0,KO/TKO Punch,1,2:46
UFC Fight Night: Vettori vs. Dolidze 2,Carli Judice,Yuneisy Duben,Women's Flyweight,0,KO/TKO Kick,1,1:40
UFC 313: Pereira vs. Ankalaev,Magomed Ankalaev,Alex Pereira,Light Heavyweight,1,U-DEC,5,5:00
UFC 313: Pereira vs. Ankalaev,Justin Gaethje,Rafael Fiziev,Lightweight,0,U-DEC,3,5:00
UFC 313: Pereira vs. Ankalaev,Ignacio Bahamondes,Jalin Turner,Lightweight,0,SUB Triangle Choke,1,2:29
UFC 313: Pereira vs. Ankalaev,Amanda Lemos,Iasmin Lucindo,Women's Strawweight,0,U-DEC,3,5:00
