Evento,Data,Local,Lutador_1,Lutador_2,Categoria,Disputa_Cinturao,Metodo,Round,Tempo,Tempo_Segundos
UFC Fight Night: Blaydes vs. Daukaus,2022-03-26,"Columbus, Ohio, USA",Neil Magny,Max Griffin,Welterweight,0,S-DEC,3,5:00,300
UFC Fight Night: Blaydes vs. Daukaus,2022-03-26,"Columbus, Ohio, USA",Kai Kara-France,Askar Askarov,Flyweight,0,U-DEC,3,5:00,300
UFC Fight Night: Blaydes vs. Daukaus,2022-03-26,"Columbus, Ohio, USA",Bryan Barberena,Matt Brown,Welterweight,0,S-DEC,3,5:00,300
UFC Fight Night: Blaydes vs. Daukaus,2022-03-26,"Columbus, Ohio, USA",Alexa Grasso,Joanne Wood,Women's Flyweight,0,SUB Rear Naked Choke,1,3:57,237
UFC Fight Night: Volkov vs. Aspinall,2022-03-19,"London, England, United Kingdom",Muhammad Mokaev,Cody Durden,Flyweight,0,SUB Guillotine Choke,1,0:58,58
UFC Fight Night: Volkov vs. Aspinall,2022-03-19,"London, England, United Kingdom",Makwan Amirkhani,Mike Grundy,Featherweight,0,SUB Anaconda Choke,1,0:57,57
UFC Fight Night: Volkov vs. Aspinall,2022-03-19,"London, England, United Kingdom",Elise Reed,Cory McKenna,Women's Strawweight,0,S-DEC,3,5:00,300
UFC Fight Night: Volkov vs. Aspinall,2022-03-19,"London, England, United Kingdom",Jack Shore,Timur Valiev,Bantamweight,0,U-DEC,3,5:00,300
UFC Fight Night: Volkov vs. Aspinall,2022-03-19,"London, England, United Kingdom",Paul Craig,Nikita Krylov,Light Heavyweight,0,SUB Triangle Choke,1,3:57,237
UFC Fight Night: Volkov vs. Aspinall,2022-03-19,"London, England, United Kingdom",Sergei Pavlovich,Shamil Abdurakhimov,Heavyweight,0,KO/TKO Punches,1,4:03,243
UFC Fight Night: Volkov vs. Aspinall,2022-03-19,"London, England, United Kingdom",Arnold Allen,Dan Hooker,Featherweight,0,KO/TKO Punches,1,2:33,153
UFC Fight Night: Volkov vs. Aspinall,2022-03-19,"London, England, United Kingdom",Ilia Topuria,Jai Herbert,Lightweight,0,KO/TKO Punch,2,1:07,67
UFC Fight Night: Volkov vs. Aspinall,2022-03-19,"London, England, United Kingdom",Molly McCann,Luana Carolina,Women's Flyweight,0,KO/TKO Spinning Back Elbow,3,1:52,112
UFC Fight Night: Volkov vs. Aspinall,2022-03-19,"London, England, United Kingdom",Gunnar Nelson,Takashi Sato,Welterweight,0,U-DEC,3,5:00,300
UFC Fight Night: Volkov vs. Aspinall,2022-03-19,"London, England, United Kingdom",Paddy Pimblett,Kazula Vargas,Lightweight,0,SUB Rear Naked Choke,1,3:49,229
UFC Fight Night: Volkov vs. Aspinall,2022-03-19,"London, England, United Kingdom",Tom Aspinall,Alexander Volkov,Heavyweight,0,SUB Straight Armbar,1,3:45,225
UFC Fight Night: Santos vs. Ankalaev,2022-03-12,"Las Vegas, Nevada, USA",Azamat Murzakanov,Tafon Nchukwi,Light Heavyweight,0,KO/TKO Knee,3,0:44,44
UFC Fight Night: Santos vs. Ankalaev,2022-03-12,"Las Vegas, Nevada, USA",Guido Cannetti,Kris Moutinho,Bantamweight,0,KO/TKO Punches,1,2:07,127
UFC Fight Night: Santos vs. Ankalaev,2022-03-12,"Las Vegas, Nevada, USA",Cody Brundage,Dalcha Lungiambula,Middleweight,0,SUB Guillotine Choke,1,3:41,221
UFC Fight Night: Santos vs. Ankalaev,2022-03-12,"Las Vegas, Nevada, USA",Miranda Maverick,Sabina Mazo,Women's Flyweight,0,SUB Rear Naked Choke,2,2:15,135
UFC Fight Night: Santos vs. Ankalaev,2022-03-12,"Las Vegas, Nevada, USA",Damon Jackson,Kamuela Kirk,Featherweight,0,SUB Arm Triangle,2,4:42,282
UFC Fight Night: Santos vs. Ankalaev,2022-03-12,"Las Vegas, Nevada, USA",Javid Basharat,Trevin Jones,Bantamweight,0,U-DEC,3,5:00,300
UFC Fight Night: Santos vs. Ankalaev,2022-03-12,"Las Vegas, Nevada, USA",JJ Aldrich,Gillian Robertson,Women's Flyweight,0,U-DEC,3,5:00,300
UFC Fight Night: Santos vs. Ankalaev,2022-03-12,"Las Vegas, Nevada, USA",Matthew Semelsberger,AJ Fletcher,Welterweight,0,U-DEC,3,5:00,300
UFC Fight Night: Santos vs. Ankalaev,2022-03-12,"Las Vegas, Nevada, USA",Alex Pereira,Bruno Silva,Middleweight,0,U-DEC,3,5:00,300
UFC Fight Night: Santos vs. Ankalaev,2022-03-12,"Las Vegas, Nevada, USA",Drew Dober,Terrance McKinney,Lightweight,0,KO/TKO Punches,1,3:17,197
UFC Fight Night: Santos vs. Ankalaev,2022-03-12,"Las Vegas, Nevada, USA",Khalil Rountree Jr.,Karl Roberson,Light Heavyweight,0,KO/TKO Punch,2,0:25,25
UFC Fight Night: Santos vs. Ankalaev,2022-03-12,"Las Vegas, Nevada, USA",Sodiq Yusuff,Alex Caceres,Featherweight,0,U-DEC,3,5:00,300
UFC Fight Night: Santos vs. Ankalaev,2022-03-12,"Las Vegas, Nevada, USA",Song Yadong,Marlon Moraes,Bantamweight,0,KO/TKO Punch,1,2:06,126
UFC Fight Night: Santos vs. Ankalaev,2022-03-12,"Las Vegas, Nevada, USA",Magomed Ankalaev,Thiago Santos,Light Heavyweight,0,U-DEC,5,5:00,300
UFC 272: Covington vs. Masvidal,2022-03-05,"Las Vegas, Nevada, USA",Nicolae Negumereanu,Kennedy Nzechukwu,Light Heavyweight,0,S-DEC,3,5:00,300
UFC 272: Covington vs. Masvidal,2022-03-05,"Las Vegas, Nevada, USA",Dustin Jacoby,Michal Oleksiejczuk,Light Heavyweight,0,U-DEC,3,5:00,300
UFC 272: Covington vs. Masvidal,2022-03-05,"Las Vegas, Nevada, USA",Ludovit Klein,Devonte Smith,Lightweight,0,S-DEC,3,5:00,300
UFC 272: Covington vs. Masvidal,2022-03-05,"Las Vegas, Nevada, USA",Tim Elliott,Tagir Ulanbekov,Flyweight,0,U-DEC,3,5:00,300
UFC 272: Covington vs. Masvidal,2022-03-05,"Las Vegas, Nevada, USA",Umar Nurmagomedov,Brian Kelleher,Featherweight,0,SUB Rear Naked Choke,1,3:15,195
UFC 272: Covington vs. Masvidal,2022-03-05,"Las Vegas, Nevada, USA",Maryna Moroz,Mariya Agapova,Women's Flyweight,0,SUB Arm Triangle,2,3:27,207
UFC 272: Covington vs. Masvidal,2022-03-05,"Las Vegas, Nevada, USA",Colby Covington,Jorge Masvidal,Welterweight,0,U-DEC,5,5:00,300
UFC 272: Covington vs. Masvidal,2022-03-05,"Las Vegas, Nevada, USA",Marina Rodriguez,Yan Xiaonan,Women's Strawweight,0,S-DEC,3,5:00,300
UFC 272: Covington vs. Masvidal,2022-03-05,"Las Vegas, Nevada, USA",Serghei Spivac,Greg Hardy,Heavyweight,0,KO/TKO Punches,1,2:16,136
UFC 272: Covington vs. Masvidal,2022-03-05,"Las Vegas, Nevada, USA",Kevin Holland,Alex Oliveira,Welterweight,0,KO/TKO Elbows,2,0:38,38
UFC 272: Covington vs. Masvidal,2022-03-05,"Las Vegas, Nevada, USA",Bryce Mitchell,Edson Barboza,Featherweight,0,U-DEC,3,5:00,300
UFC 272: Covington vs. Masvidal,2022-03-05,"Las Vegas, Nevada, USA",Rafael Dos Anjos,Renato Moicano,Catch Weight,0,U-DEC,5,5:00,300
UFC 272: Covington vs. Masvidal,2022-03-05,"Las Vegas, Nevada, USA",Jalin Turner,Jamie Mullarkey,Lightweight,0,KO/TKO Punch,2,0:46,46
UFC Fight Night: Makhachev vs. Green,2022-02-26,"Las Vegas, Nevada, USA",Josiane Nunes,Ramona Pascual,Women's Featherweight,0,U-DEC,3,5:00,300
UFC Fight Night: Makhachev vs. Green,2022-02-26,"Las Vegas, Nevada, USA",Carlos Hernandez,Victor Altamirano,Flyweight,0,S-DEC,3,5:00,300
UFC Fight Night: Makhachev vs. Green,2022-02-26,"Las Vegas, Nevada, USA",Ramiz Brahimaj,Micheal Gillmore,Welterweight,0,SUB Rear Naked Choke,1,2:02,122
UFC Fight Night: Makhachev vs. Green,2022-02-26,"Las Vegas, Nevada, USA",Jonathan Martinez,Alejandro Perez,Featherweight,0,U-DEC,3,5:00,300
UFC Fight Night: Makhachev vs. Green,2022-02-26,"Las Vegas, Nevada, USA",Terrance McKinney,Fares Ziam,Lightweight,0,SUB Rear Naked Choke,1,2:11,131
UFC Fight Night: Makhachev vs. Green,2022-02-26,"Las Vegas, Nevada, USA",Ignacio Bahamondes,Rongzhu,Lightweight,0,SUB Guillotine Choke,3,1:40,100
UFC Fight Night: Makhachev vs. Green,2022-02-26,"Las Vegas, Nevada, USA",Armen Petrosyan,Gregory Rodrigues,Middleweight,0,S-DEC,3,5:00,300
UFC Fight Night: Makhachev vs. Green,2022-02-26,"Las Vegas, Nevada, USA",Arman Tsarukyan,Joel Alvarez,Lightweight,0,KO/TKO Punches,2,1:57,117
UFC Fight Night: Makhachev vs. Green,2022-02-26,"Las Vegas, Nevada, USA",Priscila Cachoeira,Ji Yeon Kim,Women's Flyweight,0,U-DEC,3,5:00,300
UFC Fight Night: Makhachev vs. Green,2022-02-26,"Las Vegas, Nevada, USA",Wellington Turman,Misha Cirkunov,Middleweight,0,SUB Armbar,2,1:29,89
UFC Fight Night: Makhachev vs. Green,2022-02-26,"Las Vegas, Nevada, USA",Islam Makhachev,King Green,Catch Weight,0,KO/TKO Punches,1,3:23,203
UFC Fight Night: Walker vs. Hill,2022-02-19,"Las Vegas, Nevada, USA",Stephanie Egger,Jessica-Rose Clark,Women's Bantamweight,0,SUB Armbar,1,3:44,224
UFC Fight Night: Walker vs. Hill,2022-02-19,"Las Vegas, Nevada, USA",Mario Bautista,Jay Perrin,Bantamweight,0,U-DEC,3,5:00,300
UFC Fight Night: Walker vs. Hill,2022-02-19,"Las Vegas, Nevada, USA",Jonathan Pearce,Christian Rodriguez,Featherweight,0,U-DEC,3,5:00,300
UFC Fight Night: Walker vs. Hill,2022-02-19,"Las Vegas, Nevada, USA",Chad Anheliger,Jesse Strader,Bantamweight,0,KO/TKO Punch,3,3:33,213
UFC Fight Night: Walker vs. Hill,2022-02-19,"Las Vegas, Nevada, USA",Gloria de Paula,Diana Belbita,Women's Strawweight,0,U-DEC,3,5:00,300
UFC Fight Night: Walker vs. Hill,2022-02-19,"Las Vegas, Nevada, USA",Chas Skelly,Mark Striegl,Featherweight,0,KO/TKO Knee,2,2:01,121
UFC Fight Night: Walker vs. Hill,2022-02-19,"Las Vegas, Nevada, USA",Kyle Daukaus,Jamie Pickett,Catch Weight,0,SUB D'Arce Choke,1,4:59,299
UFC Fight Night: Walker vs. Hill,2022-02-19,"Las Vegas, Nevada, USA",David Onama,Gabriel Benitez,Featherweight,0,KO/TKO Punches,1,4:24,264
UFC Fight Night: Walker vs. Hill,2022-02-19,"Las Vegas, Nevada, USA",Joaquin Buckley,Abdul Razak Alhassan,Middleweight,0,S-DEC,3,5:00,300
UFC Fight Night: Walker vs. Hill,2022-02-19,"Las Vegas, Nevada, USA",Jim Miller,Nikolas Motta,Lightweight,0,KO/TKO Punch,2,1:58,118
UFC Fight Night: Walker vs. Hill,2022-02-19,"Las Vegas, Nevada, USA",Parker Porter,Alan Baudot,Heavyweight,0,U-DEC,3,5:00,300
UFC Fight Night: Walker vs. Hill,2022-02-19,"Las Vegas, Nevada, USA",Jamahal Hill,Johnny Walker,Light Heavyweight,0,KO/TKO Punch,1,2:55,175
UFC 271: Adesanya vs. Whittaker 2,2022-02-12,"Houston, Texas, USA",Kyler Phillips,Marcelo Rojo,Bantamweight,0,SUB Triangle Armbar,3,1:48,108
UFC 271: Adesanya vs. Whittaker 2,2022-02-12,"Houston, Texas, USA",Maxim Grishin,William Knight,Heavyweight,0,U-DEC,3,5:00,300
UFC 271: Adesanya vs. Whittaker 2,2022-02-12,"Houston, Texas, USA",Jeremiah Wells,Blood Diamond,Welterweight,0,SUB Rear Naked Choke,1,4:38,278
UFC 271: Adesanya vs. Whittaker 2,2022-02-12,"Houston, Texas, USA",Douglas Silva de Andrade,Sergey Morozov,Bantamweight,0,SUB Rear Naked Choke,2,3:24,204
UFC 271: Adesanya vs. Whittaker 2,2022-02-12,"Houston, Texas, USA",Jacob Malkoun,AJ Dobson,Middleweight,0,U-DEC,3,5:00,300
UFC 271: Adesanya vs. Whittaker 2,2022-02-12,"Houston, Texas, USA",Ronnie Lawrence,Mana Martinez,Bantamweight,0,U-DEC,3,5:00,300
UFC 271: Adesanya vs. Whittaker 2,2022-02-12,"Houston, Texas, USA",Carlos Ulberg,Fabio Cherant,Light Heavyweight,0,U-DEC,3,5:00,300
UFC 271: Adesanya vs. Whittaker 2,2022-02-12,"Houston, Texas, USA",Tai Tuivasa,Derrick Lewis,Heavyweight,0,KO/TKO Elbow,2,1:40,100
UFC 271: Adesanya vs. Whittaker 2,2022-02-12,"Houston, Texas, USA",Casey O'Neill,Roxanne Modafferi,Women's Flyweight,0,S-DEC,3,5:00,300
UFC 271: Adesanya vs. Whittaker 2,2022-02-12,"Houston, Texas, USA",Andrei Arlovski,Jared Vanderaa,Heavyweight,0,S-DEC,3,5:00,300
UFC 271: Adesanya vs. Whittaker 2,2022-02-12,"Houston, Texas, USA",King Green,Nasrat Haqparast,Lightweight,0,U-DEC,3,5:00,300
UFC 271: Adesanya vs. Whittaker 2,2022-02-12,"Houston, Texas, USA",Renato Moicano,Alexander Hernandez,Lightweight,0,SUB Rear Naked Choke,2,1:23,83
UFC 271: Adesanya vs. Whittaker 2,2022-02-12,"Houston, Texas, USA",Jared Cannonier,Derek Brunson,Middleweight,0,KO/TKO Elbows,2,4:29,269
UFC 271: Adesanya vs. Whittaker 2,2022-02-12,"Houston, Texas, USA",Israel Adesanya,Robert Whittaker,Middleweight,1,U-DEC,5,5:00,300
UFC Fight Night: Hermansson vs. Strickland,2022-02-05,"Las Vegas, Nevada, USA",Malcolm Gordon,Denys Bondar,Flyweight,0,KO/TKO,1,1:22,82
UFC Fight Night: Hermansson vs. Strickland,2022-02-05,"Las Vegas, Nevada, USA",Phil Rowe,Jason Witt,Welterweight,0,KO/TKO Punches,2,2:15,135
UFC Fight Night: Hermansson vs. Strickland,2022-02-05,"Las Vegas, Nevada, USA",Jailton Almeida,Danilo Marques,Light Heavyweight,0,KO/TKO Punches,1,2:57,177
UFC Fight Night: Hermansson vs. Strickland,2022-02-05,"Las Vegas, Nevada, USA",Alexis Davis,Julija Stoliarenko,Women's Bantamweight,0,U-DEC,3,5:00,300
UFC Fight Night: Hermansson vs. Strickland,2022-02-05,"Las Vegas, Nevada, USA",Chidi Njokuani,Marc-Andre Barriault,Middleweight,0,KO/TKO Punches,1,0:16,16
UFC Fight Night: Hermansson vs. Strickland,2022-02-05,"Las Vegas, Nevada, USA",Hakeem Dawodu,Michael Trizano,Featherweight,0,U-DEC,3,5:00,300
UFC Fight Night: Hermansson vs. Strickland,2022-02-05,"Las Vegas, Nevada, USA",John Castaneda,Miles Johns,Bantamweight,0,SUB Arm Triangle,3,1:38,98
UFC Fight Night: Hermansson vs. Strickland,2022-02-05,"Las Vegas, Nevada, USA",Julian Erosa,Steven Peterson,Featherweight,0,S-DEC,3,5:00,300
UFC Fight Night: Hermansson vs. Strickland,2022-02-05,"Las Vegas, Nevada, USA",Bryan Battle,Tresean Gore,Middleweight,0,U-DEC,3,5:00,300
UFC Fight Night: Hermansson vs. Strickland,2022-02-05,"Las Vegas, Nevada, USA",Brendan Allen,Sam Alvey,Light Heavyweight,0,SUB Rear Naked Choke,2,2:10,130
UFC Fight Night: Hermansson vs. Strickland,2022-02-05,"Las Vegas, Nevada, USA",Shavkat Rakhmonov,Carlston Harris,Welterweight,0,KO/TKO Kick,1,4:10,250
UFC Fight Night: Hermansson vs. Strickland,2022-02-05,"Las Vegas, Nevada, USA",Nick Maximov,Punahele Soriano,Middleweight,0,S-DEC,3,5:00,300
UFC Fight Night: Hermansson vs. Strickland,2022-02-05,"Las Vegas, Nevada, USA",Sean Strickland,Jack Hermansson,Middleweight,0,S-DEC,5,5:00,300
UFC 270: Ngannou vs. Gane,2022-01-22,"Anaheim, California, USA",Jasmine Jasudavicius,Kay Hansen,Women's Flyweight,0,U-DEC,3,5:00,300
UFC 270: Ngannou vs. Gane,2022-01-22,"Anaheim, California, USA",Vanessa Demopoulos,Silvana Gomez Juarez,Women's Strawweight,0,SUB Armbar,1,2:25,145
UFC 270: Ngannou vs. Gane,2022-01-22,"Anaheim, California, USA",Matt Frevola,Genaro Valdez,Lightweight,0,KO/TKO Punches,1,3:15,195
UFC 270: Ngannou vs. Gane,2022-01-22,"Anaheim, California, USA",Tony Gravely,Saimon Oliveira,Bantamweight,0,U-DEC,3,5:00,300
UFC 270: Ngannou vs. Gane,2022-01-22,"Anaheim, California, USA",Jack Della Maddalena,Pete Rodriguez,Welterweight,0,KO/TKO Punch,1,2:59,179
UFC 270: Ngannou vs. Gane,2022-01-22,"Anaheim, California, USA",Victor Henry,Raoni Barcelos,Bantamweight,0,U-DEC,3,5:00,300
UFC 270: Ngannou vs. Gane,2022-01-22,"Anaheim, California, USA",Michael Morales,Trevin Giles,Welterweight,0,KO/TKO Punches,1,4:06,246
UFC 270: Ngannou vs. Gane,2022-01-22,"Anaheim, California, USA",Michel Pereira,Andre Fialho,Welterweight,0,U-DEC,3,5:00,300
UFC 270: Ngannou vs. Gane,2022-01-22,"Anaheim, California, USA",Deiveson Figueiredo,Brandon Moreno,Flyweight,1,U-DEC,5,5:00,300
UFC 270: Ngannou vs. Gane,2022-01-22,"Anaheim, California, USA",Francis Ngannou,Ciryl Gane,Heavyweight,1,U-DEC,5,5:00,300
UFC 270: Ngannou vs. Gane,2022-01-22,"Anaheim, California, USA",Said Nurmagomedov,Cody Stamann,Bantamweight,0,SUB Guillotine Choke,1,0:47,47
UFC Fight Night: Kattar vs. Chikadze,2022-01-15,"Las Vegas, Nevada, USA",Jamie Pickett,Joseph Holmes,Middleweight,0,U-DEC,3,5:00,300
UFC Fight Night: Kattar vs. Chikadze,2022-01-15,"Las Vegas, Nevada, USA",TJ Brown,Charles Rosa,Lightweight,0,U-DEC,3,5:00,300
UFC Fight Night: Kattar vs. Chikadze,2022-01-15,"Las Vegas, Nevada, USA",Brian Kelleher,Kevin Croom,Featherweight,0,U-DEC,3,5:00,300
UFC Fight Night: Kattar vs. Chikadze,2022-01-15,"Las Vegas, Nevada, USA",Court McGee,Ramiz Brahimaj,Welterweight,0,U-DEC,3,5:00,300
UFC Fight Night: Kattar vs. Chikadze,2022-01-15,"Las Vegas, Nevada, USA",Bill Algeo,Joanderson Brito,Featherweight,0,U-DEC,3,5:00,300
UFC Fight Night: Kattar vs. Chikadze,2022-01-15,"Las Vegas, Nevada, USA",Viacheslav Borshchev,Dakota Bush,Lightweight,0,KO/TKO Punch,1,3:47,227
UFC Fight Night: Kattar vs. Chikadze,2022-01-15,"Las Vegas, Nevada, USA",Katlyn Cerminara,Jennifer Maia,Women's Flyweight,0,U-DEC,3,5:00,300
UFC Fight Night: Kattar vs. Chikadze,2022-01-15,"Las Vegas, Nevada, USA",Brandon Royval,Rogerio Bontorin,Flyweight,0,S-DEC,3,5:00,300
UFC Fight Night: Kattar vs. Chikadze,2022-01-15,"Las Vegas, Nevada, USA",Jake Collier,Chase Sherman,Heavyweight,0,SUB Rear Naked Choke,1,2:26,146
UFC Fight Night: Kattar vs. Chikadze,2022-01-15,"Las Vegas, Nevada, USA",Calvin Kattar,Giga Chikadze,Featherweight,0,U-DEC,5,5:00,300
UFC Fight Night: Lewis vs. Daukaus,2021-12-18,"Las Vegas, Nevada, USA",Justin Tafa,Harry Hunsucker,Heavyweight,0,KO/TKO Kick,1,1:53,113
UFC Fight Night: Lewis vs. Daukaus,2021-12-18,"Las Vegas, Nevada, USA",Jordan Leavitt,Matt Sayles,Lightweight,0,SUB Inverted Triangle,2,2:05,125
UFC Fight Night: Lewis vs. Daukaus,2021-12-18,"Las Vegas, Nevada, USA",Don'Tale Mayes,Josh Parisian,Heavyweight,0,KO/TKO Elbows,3,3:26,206
UFC Fight Night: Lewis vs. Daukaus,2021-12-18,"Las Vegas, Nevada, USA",Raquel Pennington,Macy Chiasson,Women's Featherweight,0,SUB Guillotine Choke,2,3:07,187
UFC Fight Night: Lewis vs. Daukaus,2021-12-18,"Las Vegas, Nevada, USA",Charles Jourdain,Andre Ewell,Featherweight,0,U-DEC,3,5:00,300
UFC Fight Night: Lewis vs. Daukaus,2021-12-18,"Las Vegas, Nevada, USA",Melissa Gatto,Sijara Eubanks,Women's Flyweight,0,KO/TKO Kick,3,0:45,45
UFC Fight Night: Lewis vs. Daukaus,2021-12-18,"Las Vegas, Nevada, USA",Amanda Lemos,Angela Hill,Women's Strawweight,0,S-DEC,3,5:00,300
UFC Fight Night: Lewis vs. Daukaus,2021-12-18,"Las Vegas, Nevada, USA",Gerald Meerschaert,Dustin Stoltzfus,Middleweight,0,SUB Rear Naked Choke,3,2:58,178
UFC Fight Night: Lewis vs. Daukaus,2021-12-18,"Las Vegas, Nevada, USA",Cub Swanson,Darren Elkins,Featherweight,0,KO/TKO Punches,1,2:12,132
UFC Fight Night: Lewis vs. Daukaus,2021-12-18,"Las Vegas, Nevada, USA",Mateusz Gamrot,Diego Ferreira,Lightweight,0,KO/TKO Knee,2,3:26,206
UFC Fight Night: Lewis vs. Daukaus,2021-12-18,"Las Vegas, Nevada, USA",Ricky Simon,Raphael Assuncao,Bantamweight,0,KO/TKO Punch,2,2:14,134
UFC Fight Night: Lewis vs. Daukaus,2021-12-18,"Las Vegas, Nevada, USA",Belal Muhammad,Stephen Thompson,Welterweight,0,U-DEC,3,5:00,300
UFC Fight Night: Lewis vs. Daukaus,2021-12-18,"Las Vegas, Nevada, USA",Derrick Lewis,Chris Daukaus,Heavyweight,0,KO/TKO Punches,1,3:36,216
UFC 269: Oliveira vs. Poirier,2021-12-11,"Las Vegas, Nevada, USA",Tai Tuivasa,Augusto Sakai,Heavyweight,0,KO/TKO Punches,2,0:26,26
UFC 269: Oliveira vs. Poirier,2021-12-11,"Las Vegas, Nevada, USA",Gillian Robertson,Priscila Cachoeira,Women's Flyweight,0,SUB Rear Naked Choke,1,4:59,299
UFC 269: Oliveira vs. Poirier,2021-12-11,"Las Vegas, Nevada, USA",Tony Kelley,Randy Costa,Bantamweight,0,KO/TKO Elbows,2,4:15,255
UFC 269: Oliveira vs. Poirier,2021-12-11,"Las Vegas, Nevada, USA",Ryan Hall,Darrick Minner,Featherweight,0,U-DEC,3,5:00,300
UFC 269: Oliveira vs. Poirier,2021-12-11,"Las Vegas, Nevada, USA",Erin Blanchfield,Miranda Maverick,Women's Flyweight,0,U-DEC,3,5:00,300
UFC 269: Oliveira vs. Poirier,2021-12-11,"Las Vegas, Nevada, USA",Andre Muniz,Eryk Anders,Middleweight,0,SUB Armbar,1,3:13,193
UFC 269: Oliveira vs. Poirier,2021-12-11,"Las Vegas, Nevada, USA",Bruno Silva,Jordan Wright,Middleweight,0,KO/TKO Punches,1,1:28,88
UFC 269: Oliveira vs. Poirier,2021-12-11,"Las Vegas, Nevada, USA",Geoff Neal,Santiago Ponzinibbio,Welterweight,0,S-DEC,3,5:00,300
UFC 269: Oliveira vs. Poirier,2021-12-11,"Las Vegas, Nevada, USA",Dominick Cruz,Pedro Munhoz,Bantamweight,0,U-DEC,3,5:00,300
UFC 269: Oliveira vs. Poirier,2021-12-11,"Las Vegas, Nevada, USA",Josh Emmett,Dan Ige,Featherweight,0,U-DEC,3,5:00,300
UFC 269: Oliveira vs. Poirier,2021-12-11,"Las Vegas, Nevada, USA",Sean O'Malley,Raulian Paiva,Bantamweight,0,KO/TKO Punches,1,4:42,282
UFC 269: Oliveira vs. Poirier,2021-12-11,"Las Vegas, Nevada, USA",Kai Kara-France,Cody Garbrandt,Flyweight,0,KO/TKO Punches,1,3:21,201
UFC 269: Oliveira vs. Poirier,2021-12-11,"Las Vegas, Nevada, USA",Julianna Pena,Amanda Nunes,Women's Bantamweight,1,SUB Rear Naked Choke,2,3:26,206
UFC 269: Oliveira vs. Poirier,2021-12-11,"Las Vegas, Nevada, USA",Charles Oliveira,Dustin Poirier,Lightweight,1,SUB Rear Naked Choke,3,1:02,62
UFC Fight Night: Font vs. Aldo,2021-12-04,"Las Vegas, Nevada, USA",Vince Morales,Louis Smolka,Bantamweight,0,KO/TKO Punch,1,2:02,122
UFC Fight Night: Font vs. Aldo,2021-12-04,"Las Vegas, Nevada, USA",Claudio Puelles,Chris Gruetzemacher,Lightweight,0,SUB Kneebar,3,3:25,205
UFC Fight Night: Font vs. Aldo,2021-12-04,"Las Vegas, Nevada, USA",William Knight,Alonzo Menifield,Light Heavyweight,0,U-DEC,3,5:00,300
UFC Fight Night: Font vs. Aldo,2021-12-04,"Las Vegas, Nevada, USA",Cheyanne Vlismas,Mallory Martin,Women's Strawweight,0,U-DEC,3,5:00,300
UFC Fight Night: Font vs. Aldo,2021-12-04,"Las Vegas, Nevada, USA",Bryan Barberena,Darian Weeks,Welterweight,0,U-DEC,3,5:00,300
UFC Fight Night: Font vs. Aldo,2021-12-04,"Las Vegas, Nevada, USA",Manel Kape,Zhalgas Zhumagulov,Flyweight,0,KO/TKO Punches,1,4:02,242
UFC Fight Night: Font vs. Aldo,2021-12-04,"Las Vegas, Nevada, USA",Dusko Todorovic,Maki Pitolo,Middleweight,0,KO/TKO Punches,1,4:34,274
UFC Fight Night: Font vs. Aldo,2021-12-04,"Las Vegas, Nevada, USA",Alex Morono,Mickey Gall,Welterweight,0,U-DEC,3,5:00,300
UFC Fight Night: Font vs. Aldo,2021-12-04,"Las Vegas, Nevada, USA",Chris Curtis,Brendan Allen,Middleweight,0,KO/TKO Knees,2,1:58,118
UFC Fight Night: Font vs. Aldo,2021-12-04,"Las Vegas, Nevada, USA",Clay Guida,Leonardo Santos,Lightweight,0,SUB Rear Naked Choke,2,1:21,81
UFC Fight Night: Font vs. Aldo,2021-12-04,"Las Vegas, Nevada, USA",Jamahal Hill,Jimmy Crute,Light Heavyweight,0,KO/TKO Punch,1,0:48,48
UFC Fight Night: Font vs. Aldo,2021-12-04,"Las Vegas, Nevada, USA",Rafael Fiziev,Brad Riddell,Lightweight,0,KO/TKO Kick,3,2:20,140
UFC Fight Night: Font vs. Aldo,2021-12-04,"Las Vegas, Nevada, USA",Jose Aldo,Rob Font,Bantamweight,0,U-DEC,5,5:00,300
UFC Fight Night: Vieira vs. Tate,2021-11-20,"Las Vegas, Nevada, USA",Rafa Garcia,Natan Levy,Lightweight,0,U-DEC,3,5:00,300
UFC Fight Night: Vieira vs. Tate,2021-11-20,"Las Vegas, Nevada, USA",Luana Pinheiro,Sam Hughes,Women's Strawweight,0,U-DEC,3,5:00,300
UFC Fight Night: Vieira vs. Tate,2021-11-20,"Las Vegas, Nevada, USA",Shayilan Nuerdanbieke,Sean Soriano,Featherweight,0,U-DEC,3,5:00,300
UFC Fight Night: Vieira vs. Tate,2021-11-20,"Las Vegas, Nevada, USA",Cody Durden,Aoriqileng,Flyweight,0,U-DEC,3,5:00,300
UFC Fight Night: Vieira vs. Tate,2021-11-20,"Las Vegas, Nevada, USA",Loopy Godinez,Loma Lookboonmee,Women's Strawweight,0,U-DEC,3,5:00,300
UFC Fight Night: Vieira vs. Tate,2021-11-20,"Las Vegas, Nevada, USA",Pat Sabatini,Tucker Lutz,Featherweight,0,U-DEC,3,5:00,300
UFC Fight Night: Vieira vs. Tate,2021-11-20,"Las Vegas, Nevada, USA",Adrian Yanez,Davey Grant,Bantamweight,0,S-DEC,3,5:00,300
UFC Fight Night: Vieira vs. Tate,2021-11-20,"Las Vegas, Nevada, USA",Rani Yahya,Kyung Ho Kang,Bantamweight,0,U-DEC,3,5:00,300
