Evento,Data,Local,Lutador_1,Lutador_2,Categoria,Disputa_Cinturao,Metodo,Round,Tempo,Tempo_Segundos
UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,"Albany, New York, USA",Marc Diakiese,Frankie Perez,Lightweight,0,U-DEC,3,5:00,300
UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,"Albany, New York, USA",Shane Burgos,Tiago dos Santos e Silva,Featherweight,0,U-DEC,3,5:00,300
UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,"Albany, New York, USA",Andrew Sanchez,Trevor Smith,Middleweight,0,U-DEC,3,5:00,300
UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,"Albany, New York, USA",Derrick Lewis,Shamil Abdurakhimov,Heavyweight,0,KO/TKO Punches,4,3:42,222
UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,"Albany, New York, USA",Randy Brown,Brian Camozzi,Welterweight,0,KO/TKO Knee,2,1:25,85
UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,"Albany, New York, USA",Justine Kish,Ashley Yoder,Women's Strawweight,0,U-DEC,3,5:00,300
UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,"Albany, New York, USA",Gian Villante,Saparbeg Safarov,Light Heavyweight,0,KO/TKO Punches,2,2:54,174
UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,"Albany, New York, USA",Corey Anderson,Sean O'Connell,Light Heavyweight,0,KO/TKO Punches,2,2:36,156
UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,"Albany, New York, USA",Francis Ngannou,Anthony Hamilton,Heavyweight,0,SUB Kimura,1,1:57,117
The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,"Las Vegas, Nevada, USA",Ryan Hall,Gray Maynard,Featherweight,0,U-DEC,3,5:00,300
The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,"Las Vegas, Nevada, USA",Devin Clark,Josh Stansbury,Light Heavyweight,0,U-DEC,3,5:00,300
The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,"Las Vegas, Nevada, USA",Anthony Smith,Elvis Mutapcic,Middleweight,0,KO/TKO Elbow,2,3:27,207
The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,"Las Vegas, Nevada, USA",Jamie Moyle,Kailin Curran,Women's Strawweight,0,U-DEC,3,5:00,300
The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,"Las Vegas, Nevada, USA",Dong Hyun Ma,Brendan O'Reilly,Lightweight,0,U-DEC,3,5:00,300
The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,"Las Vegas, Nevada, USA",Rob Font,Matt Schnell,Bantamweight,0,KO/TKO Punch,1,3:47,227
The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,"Las Vegas, Nevada, USA",Jared Cannonier,Ion Cutelaba,Light Heavyweight,0,U-DEC,3,5:00,300
The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,"Las Vegas, Nevada, USA",Brandon Moreno,Ryan Benoit,Flyweight,0,S-DEC,3,5:00,300
The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,"Las Vegas, Nevada, USA",Demetrious Johnson,Tim Elliott,Flyweight,1,U-DEC,5,5:00,300
The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,"Las Vegas, Nevada, USA",Jorge Masvidal,Jake Ellenberger,Welterweight,0,KO/TKO Punches,1,4:05,245
The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,"Las Vegas, Nevada, USA",Joseph Benavidez,Henry Cejudo,Flyweight,0,S-DEC,3,5:00,300
The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,"Las Vegas, Nevada, USA",Sara McMann,Alexis Davis,Women's Bantamweight,0,SUB Arm Triangle,2,2:52,172
UFC Fight Night: Whittaker vs. Brunson,2016-11-26,"Melbourne, Victoria, Australia",Daniel Kelly,Chris Camozzi,Middleweight,0,U-DEC,3,5:00,300
UFC Fight Night: Whittaker vs. Brunson,2016-11-26,"Melbourne, Victoria, Australia",Jenel Lausa,Yao Zhikui,Flyweight,0,U-DEC,3,5:00,300
UFC Fight Night: Whittaker vs. Brunson,2016-11-26,"Melbourne, Victoria, Australia",Marlon Vera,Guangyou Ning,Featherweight,0,U-DEC,3,5:00,300
UFC Fight Night: Whittaker vs. Brunson,2016-11-26,"Melbourne, Victoria, Australia",Ben Nguyen,Geane Herrera,Flyweight,0,U-DEC,3,5:00,300
UFC Fight Night: Whittaker vs. Brunson,2016-11-26,"Melbourne, Victoria, Australia",Jonathan Meunier,Richard Walsh,Welterweight,0,U-DEC,3,5:00,300
UFC Fight Night: Whittaker vs. Brunson,2016-11-26,"Melbourne, Victoria, Australia",Damien Brown,Jon Tuck,Lightweight,0,S-DEC,3,5:00,300
UFC Fight Night: Whittaker vs. Brunson,2016-11-26,"Melbourne, Victoria, Australia",Jason Knight,Dan Hooker,Featherweight,0,U-DEC,3,5:00,300
UFC Fight Night: Whittaker vs. Brunson,2016-11-26,"Melbourne, Victoria, Australia",Danielle Taylor,Seo Hee Ham,Women's Strawweight,0,S-DEC,3,5:00,300
UFC Fight Night: Whittaker vs. Brunson,2016-11-26,"Melbourne, Victoria, Australia",Alexander Volkanovski,Yusuke Kasuya,Lightweight,0,KO/TKO Punches,2,2:06,126
UFC Fight Night: Whittaker vs. Brunson,2016-11-26,"Melbourne, Victoria, Australia",Omari Akhmedov,Kyle Noke,Welterweight,0,U-DEC,3,5:00,300
UFC Fight Night: Whittaker vs. Brunson,2016-11-26,"Melbourne, Victoria, Australia",Andrew Holbrook,Jake Matthews,Lightweight,0,S-DEC,3,5:00,300
UFC Fight Night: Whittaker vs. Brunson,2016-11-26,"Melbourne, Victoria, Australia",Robert Whittaker,Derek Brunson,Middleweight,0,KO/TKO Kick,1,4:07,247
UFC Fight Night: Whittaker vs. Brunson,2016-11-26,"Melbourne, Victoria, Australia",Tyson Pedro,Khalil Rountree Jr.,Light Heavyweight,0,SUB Rear Naked Choke,1,4:07,247
UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,"Belfast, Northern Ireland, United Kingdom",Amanda Cooper,Anna Elmose,Women's Strawweight,0,U-DEC,3,5:00,300
UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,"Belfast, Northern Ireland, United Kingdom",Artem Lobov,Teruto Ishihara,Featherweight,0,U-DEC,3,5:00,300
UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,"Belfast, Northern Ireland, United Kingdom",Jack Marshman,Magnus Cedenblad,Middleweight,0,KO/TKO Punch,2,3:40,220
UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,"Belfast, Northern Ireland, United Kingdom",Kyoji Horiguchi,Ali Bagautinov,Flyweight,0,U-DEC,3,5:00,300
UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,"Belfast, Northern Ireland, United Kingdom",Kevin Lee,Magomed Mustafaev,Lightweight,0,SUB Rear Naked Choke,2,4:31,271
UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,"Belfast, Northern Ireland, United Kingdom",Marion Reneau,Milana Dudieva,Women's Bantamweight,0,KO/TKO Elbows,3,3:03,183
UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,"Belfast, Northern Ireland, United Kingdom",Justin Ledet,Mark Godbeer,Heavyweight,0,SUB Rear Naked Choke,1,2:16,136
UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,"Belfast, Northern Ireland, United Kingdom",Zak Cummings,Alexander Yakovlev,Welterweight,0,SUB Armbar,2,4:02,242
UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,"Belfast, Northern Ireland, United Kingdom",Brett Johns,Kwan Ho Kwak,Bantamweight,0,U-DEC,3,5:00,300
UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,"Belfast, Northern Ireland, United Kingdom",Abdul Razak Alhassan,Charlie Ward,Welterweight,0,KO/TKO Punch,1,0:53,53
UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,"Belfast, Northern Ireland, United Kingdom",Stevie Ray,Ross Pearson,Lightweight,0,S-DEC,3,5:00,300
UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,"Belfast, Northern Ireland, United Kingdom",Alexander Volkov,Timothy Johnson,Heavyweight,0,S-DEC,3,5:00,300
UFC Fight Night: Bader vs. Nogueira,2016-11-19,"Sao Paulo, Sao Paulo, Brazil",Francimar Barroso,Darren Stewart,Light Heavyweight,0,Overturned,1,1:34,94
UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,"Belfast, Northern Ireland, United Kingdom",Gegard Mousasi,Uriah Hall,Middleweight,0,KO/TKO Punches,1,4:37,277
UFC Fight Night: Bader vs. Nogueira,2016-11-19,"Sao Paulo, Sao Paulo, Brazil",Sergio Moraes,Zak Ottow,Welterweight,0,S-DEC,3,5:00,300
UFC Fight Night: Bader vs. Nogueira,2016-11-19,"Sao Paulo, Sao Paulo, Brazil",Ryan Bader,Rogerio Nogueira,Light Heavyweight,0,KO/TKO Punches,3,3:51,231
UFC Fight Night: Bader vs. Nogueira,2016-11-19,"Sao Paulo, Sao Paulo, Brazil",Thomas Almeida,Albert Morales,Bantamweight,0,KO/TKO Punches,2,1:37,97
UFC Fight Night: Bader vs. Nogueira,2016-11-19,"Sao Paulo, Sao Paulo, Brazil",Claudia Gadelha,Cortney Casey,Women's Strawweight,0,U-DEC,3,5:00,300
UFC Fight Night: Bader vs. Nogueira,2016-11-19,"Sao Paulo, Sao Paulo, Brazil",Krzysztof Jotko,Thales Leites,Middleweight,0,U-DEC,3,5:00,300
UFC Fight Night: Bader vs. Nogueira,2016-11-19,"Sao Paulo, Sao Paulo, Brazil",Kamaru Usman,Warlley Alves,Welterweight,0,U-DEC,3,5:00,300
UFC Fight Night: Bader vs. Nogueira,2016-11-19,"Sao Paulo, Sao Paulo, Brazil",Cezar Ferreira,Jack Hermansson,Middleweight,0,SUB Arm Triangle,2,2:11,131
UFC Fight Night: Bader vs. Nogueira,2016-11-19,"Sao Paulo, Sao Paulo, Brazil",Gadzhimurad Antigulov,Marcos Rogerio de Lima,Light Heavyweight,0,SUB Guillotine Choke,1,1:07,67
UFC Fight Night: Bader vs. Nogueira,2016-11-19,"Sao Paulo, Sao Paulo, Brazil",Johnny Eduardo,Manvel Gamburyan,Bantamweight,0,KO/TKO Punch,2,0:46,46
UFC Fight Night: Bader vs. Nogueira,2016-11-19,"Sao Paulo, Sao Paulo, Brazil",Luis Henrique,Christian Colombo,Heavyweight,0,SUB Guillotine Choke,3,2:12,132
UFC Fight Night: Bader vs. Nogueira,2016-11-19,"Sao Paulo, Sao Paulo, Brazil",Pedro Munhoz,Justin Scoggins,Bantamweight,0,SUB Guillotine Choke,2,1:55,115
UFC 205: Alvarez vs McGregor,2016-11-12,"New York City, New York, USA",Khabib Nurmagomedov,Michael Johnson,Lightweight,0,SUB Kimura,3,2:31,151
UFC 205: Alvarez vs McGregor,2016-11-12,"New York City, New York, USA",Liz Carmouche,Katlyn Cerminara,Women's Bantamweight,0,S-DEC,3,5:00,300
UFC 205: Alvarez vs McGregor,2016-11-12,"New York City, New York, USA",Jim Miller,Thiago Alves,Catch Weight,0,U-DEC,3,5:00,300
UFC 205: Alvarez vs McGregor,2016-11-12,"New York City, New York, USA",Vicente Luque,Belal Muhammad,Welterweight,0,KO/TKO Punches,1,1:19,79
UFC 205: Alvarez vs McGregor,2016-11-12,"New York City, New York, USA",Tim Boetsch,Rafael Natal,Middleweight,0,KO/TKO Punches,1,3:22,202
UFC 205: Alvarez vs McGregor,2016-11-12,"New York City, New York, USA",Joanna Jedrzejczyk,Karolina Kowalkiewicz,Women's Strawweight,1,U-DEC,5,5:00,300
UFC 205: Alvarez vs McGregor,2016-11-12,"New York City, New York, USA",Frankie Edgar,Jeremy Stephens,Featherweight,0,U-DEC,3,5:00,300
UFC 205: Alvarez vs McGregor,2016-11-12,"New York City, New York, USA",Raquel Pennington,Miesha Tate,Women's Bantamweight,0,U-DEC,3,5:00,300
UFC 205: Alvarez vs McGregor,2016-11-12,"New York City, New York, USA",Yoel Romero,Chris Weidman,Middleweight,0,KO/TKO Flying Knee,3,0:24,24
UFC 205: Alvarez vs McGregor,2016-11-12,"New York City, New York, USA",Tyron Woodley,Stephen Thompson,Welterweight,1,M-DEC,5,5:00,300
UFC 205: Alvarez vs McGregor,2016-11-12,"New York City, New York, USA",Conor McGregor,Eddie Alvarez,Lightweight,1,KO/TKO Punches,2,3:04,184
UFC Fight Night: Dos Anjos vs. Ferguson,2016-11-05,"Mexico City, Distrito Federal, Mexico",Erik Perez,Felipe Arantes,Bantamweight,0,S-DEC,3,5:00,300
UFC Fight Night: Dos Anjos vs. Ferguson,2016-11-05,"Mexico City, Distrito Federal, Mexico",Enrique Barzola,Chris Avila,Featherweight,0,U-DEC,3,5:00,300
UFC Fight Night: Dos Anjos vs. Ferguson,2016-11-05,"Mexico City, Distrito Federal, Mexico",Marco Polo Reyes,Jason Novelli,Lightweight,0,S-DEC,3,5:00,300
UFC Fight Night: Dos Anjos vs. Ferguson,2016-11-05,"Mexico City, Distrito Federal, Mexico",Sam Alvey,Alex Nicholson,Middleweight,0,U-DEC,3,5:00,300
UFC Fight Night: Dos Anjos vs. Ferguson,2016-11-05,"Mexico City, Distrito Federal, Mexico",Max Griffin,Erick Montano,Welterweight,0,KO/TKO Punch,1,0:54,54
UFC Fight Night: Dos Anjos vs. Ferguson,2016-11-05,"Mexico City, Distrito Federal, Mexico",Joe Soto,Marco Beltran,Catch Weight,0,SUB Heel Hook,1,1:37,97
UFC Fight Night: Dos Anjos vs. Ferguson,2016-11-05,"Mexico City, Distrito Federal, Mexico",Douglas Silva de Andrade,Henry Briones,Bantamweight,0,KO/TKO Spinning Back Fist,3,2:33,153
UFC Fight Night: Dos Anjos vs. Ferguson,2016-11-05,"Mexico City, Distrito Federal, Mexico",Alexa Grasso,Heather Clark,Women's Strawweight,0,U-DEC,3,5:00,300
UFC Fight Night: Dos Anjos vs. Ferguson,2016-11-05,"Mexico City, Distrito Federal, Mexico",Tony Ferguson,Rafael Dos Anjos,Lightweight,0,U-DEC,5,5:00,300
UFC Fight Night: Dos Anjos vs. Ferguson,2016-11-05,"Mexico City, Distrito Federal, Mexico",Martin Bravo,Claudio Puelles,Lightweight,1,KO/TKO Punch,2,1:55,115
UFC Fight Night: Dos Anjos vs. Ferguson,2016-11-05,"Mexico City, Distrito Federal, Mexico",Ricardo Lamas,Charles Oliveira,Featherweight,0,SUB Guillotine Choke,2,2:13,133
UFC Fight Night: Dos Anjos vs. Ferguson,2016-11-05,"Mexico City, Distrito Federal, Mexico",Diego Sanchez,Marcin Held,Lightweight,0,U-DEC,3,5:00,300
UFC Fight Night: Dos Anjos vs. Ferguson,2016-11-05,"Mexico City, Distrito Federal, Mexico",Beneil Dariush,Rashid Magomedov,Lightweight,0,U-DEC,3,5:00,300
UFC 204: Bisping vs. Henderson,2016-10-08,"Manchester, England, United Kingdom",Damian Stasiak,Davey Grant,Bantamweight,0,SUB Armbar,3,2:56,176
UFC 204: Bisping vs. Henderson,2016-10-08,"Manchester, England, United Kingdom",Leonardo Santos,Adriano Martins,Lightweight,0,S-DEC,3,5:00,300
UFC 204: Bisping vs. Henderson,2016-10-08,"Manchester, England, United Kingdom",Mike Perry,Danny Roberts,Welterweight,0,KO/TKO Knee,3,4:40,280
UFC 204: Bisping vs. Henderson,2016-10-08,"Manchester, England, United Kingdom",Marc Diakiese,Lukasz Sajewski,Lightweight,0,KO/TKO Punches,2,4:40,280
UFC 204: Bisping vs. Henderson,2016-10-08,"Manchester, England, United Kingdom",Leon Edwards,Albert Tumenov,Welterweight,0,SUB Rear Naked Choke,3,3:01,181
UFC 204: Bisping vs. Henderson,2016-10-08,"Manchester, England, United Kingdom",Iuri Alcantara,Brad Pickett,Bantamweight,0,SUB Triangle Choke,1,1:59,119
UFC 204: Bisping vs. Henderson,2016-10-08,"Manchester, England, United Kingdom",Mirsad Bektic,Russell Doane,Featherweight,0,SUB Rear Naked Choke,1,4:22,262
UFC 204: Bisping vs. Henderson,2016-10-08,"Manchester, England, United Kingdom",Stefan Struve,Daniel Omielanczuk,Heavyweight,0,SUB D'Arce Choke,2,1:41,101
UFC 204: Bisping vs. Henderson,2016-10-08,"Manchester, England, United Kingdom",Jimi Manuwa,Ovince Saint Preux,Light Heavyweight,0,KO/TKO Punch,2,2:38,158
UFC 204: Bisping vs. Henderson,2016-10-08,"Manchester, England, United Kingdom",Gegard Mousasi,Vitor Belfort,Middleweight,0,KO/TKO Punches,2,2:43,163
UFC 204: Bisping vs. Henderson,2016-10-08,"Manchester, England, United Kingdom",Michael Bisping,Dan Henderson,Middleweight,1,U-DEC,5,5:00,300
UFC Fight Night: Lineker vs. Dodson,2016-10-01,"Portland, Oregon, USA",Shamil Abdurakhimov,Walt Harris,Heavyweight,0,S-DEC,3,5:00,300
UFC Fight Night: Lineker vs. Dodson,2016-10-01,"Portland, Oregon, USA",Ketlen Vieira,Kelly Faszholz,Women's Bantamweight,0,S-DEC,3,5:00,300
UFC Fight Night: Lineker vs. Dodson,2016-10-01,"Portland, Oregon, USA",Curtis Blaydes,Cody East,Heavyweight,0,KO/TKO Elbows,2,2:02,122
UFC Fight Night: Lineker vs. Dodson,2016-10-01,"Portland, Oregon, USA",Ion Cutelaba,Jonathan Wilson,Light Heavyweight,0,U-DEC,3,5:00,300
UFC Fight Night: Lineker vs. Dodson,2016-10-01,"Portland, Oregon, USA",Nate Marquardt,Tamdan McCrory,Middleweight,0,KO/TKO Kick,2,4:44,284
UFC Fight Night: Lineker vs. Dodson,2016-10-01,"Portland, Oregon, USA",Elizeu Zaleski dos Santos,Keita Nakamura,Welterweight,0,U-DEC,3,5:00,300
UFC Fight Night: Lineker vs. Dodson,2016-10-01,"Portland, Oregon, USA",John Lineker,John Dodson,Bantamweight,0,S-DEC,5,5:00,300
UFC Fight Night: Lineker vs. Dodson,2016-10-01,"Portland, Oregon, USA",Andre Fili,Hacran Dias,Featherweight,0,U-DEC,3,5:00,300
UFC Fight Night: Lineker vs. Dodson,2016-10-01,"Portland, Oregon, USA",Henrique da Silva,Joachim Christensen,Light Heavyweight,0,SUB Armbar,2,4:43,283
UFC Fight Night: Lineker vs. Dodson,2016-10-01,"Portland, Oregon, USA",Brandon Moreno,Louis Smolka,Flyweight,0,SUB Guillotine Choke,1,2:23,143
UFC Fight Night: Lineker vs. Dodson,2016-10-01,"Portland, Oregon, USA",Zak Ottow,Joshua Burkman,Welterweight,0,S-DEC,3,5:00,300
UFC Fight Night: Lineker vs. Dodson,2016-10-01,"Portland, Oregon, USA",Alex Oliveira,Will Brooks,Lightweight,0,KO/TKO Punches,3,3:30,210
UFC Fight Night: Cyborg vs. Lansberg,2016-09-24,"Brasilia, Distrito Federal, Brazil",Gregor Gillespie,Glaico Franca Moreira,Lightweight,0,U-DEC,3,5:00,300
UFC Fight Night: Cyborg vs. Lansberg,2016-09-24,"Brasilia, Distrito Federal, Brazil",Vicente Luque,Hector Urbina,Welterweight,0,KO/TKO Punch,1,1:00,60
UFC Fight Night: Cyborg vs. Lansberg,2016-09-24,"Brasilia, Distrito Federal, Brazil",Alan Patrick,Stevie Ray,Lightweight,0,U-DEC,3,5:00,300
UFC Fight Night: Cyborg vs. Lansberg,2016-09-24,"Brasilia, Distrito Federal, Brazil",Erick Silva,Luan Chagas,Welterweight,0,SUB Rear Naked Choke,3,3:57,237
UFC Fight Night: Cyborg vs. Lansberg,2016-09-24,"Brasilia, Distrito Federal, Brazil",Michel Prazeres,Gilbert Burns,Lightweight,0,U-DEC,3,5:00,300
UFC Fight Night: Cyborg vs. Lansberg,2016-09-24,"Brasilia, Distrito Federal, Brazil",Rani Yahya,Michinori Tanaka,Bantamweight,0,U-DEC,3,5:00,300
UFC Fight Night: Cyborg vs. Lansberg,2016-09-24,"Brasilia, Distrito Federal, Brazil",Jussier Formiga,Dustin Ortiz,Flyweight,0,U-DEC,3,5:00,300
UFC Fight Night: Cyborg vs. Lansberg,2016-09-24,"Brasilia, Distrito Federal, Brazil",Godofredo Pepey,Mike de la Torre,Featherweight,0,SUB Rear Naked Choke,1,3:03,183
UFC Fight Night: Cyborg vs. Lansberg,2016-09-24,"Brasilia, Distrito Federal, Brazil",Renan Barao,Phillipe Nover,Featherweight,0,U-DEC,3,5:00,300
UFC Fight Night: Cyborg vs. Lansberg,2016-09-24,"Brasilia, Distrito Federal, Brazil",Cristiane Justino,Lina Lansberg,Catch Weight,0,KO/TKO Punches,2,2:29,149
UFC Fight Night: Cyborg vs. Lansberg,2016-09-24,"Brasilia, Distrito Federal, Brazil",Eric Spicely,Thiago Santos,Middleweight,0,SUB Rear Naked Choke,1,2:58,178
UFC Fight Night: Cyborg vs. Lansberg,2016-09-24,"Brasilia, Distrito Federal, Brazil",Roy Nelson,Antonio Silva,Heavyweight,0,KO/TKO Punch,2,4:10,250
UFC Fight Night: Cyborg vs. Lansberg,2016-09-24,"Brasilia, Distrito Federal, Brazil",Francisco Trinaldo,Paul Felder,Lightweight,0,KO/TKO,3,2:25,145
UFC Fight Night: Poirier vs. Johnson,2016-09-17,"Hidalgo, Texas, USA",Michael Johnson,Dustin Poirier,Lightweight,0,KO/TKO Punches,1,1:35,95
UFC Fight Night: Poirier vs. Johnson,2016-09-17,"Hidalgo, Texas, USA",Belal Muhammad,Augusto Montano,Welterweight,0,KO/TKO Punches,3,4:19,259
UFC Fight Night: Poirier vs. Johnson,2016-09-17,"Hidalgo, Texas, USA",Derek Brunson,Uriah Hall,Middleweight,0,KO/TKO Punches,1,1:41,101
UFC Fight Night: Poirier vs. Johnson,2016-09-17,"Hidalgo, Texas, USA",Alejandro Perez,Albert Morales,Bantamweight,0,M-DEC,3,5:00,300
UFC Fight Night: Poirier vs. Johnson,2016-09-17,"Hidalgo, Texas, USA",Randy Brown,Erick Montano,Welterweight,0,SUB Guillotine Choke,3,0:18,18
UFC Fight Night: Poirier vs. Johnson,2016-09-17,"Hidalgo, Texas, USA",Jose Quinonez,Joey Gomez,Bantamweight,0,U-DEC,3,5:00,300
UFC Fight Night: Poirier vs. Johnson,2016-09-17,"Hidalgo, Texas, USA",Antonio Carlos Junior,Leonardo Guimaraes,Middleweight,0,SUB Rear Naked Choke,3,4:46,286
UFC Fight Night: Poirier vs. Johnson,2016-09-17,"Hidalgo, Texas, USA",Gabriel Benitez,Sam Sicilia,Featherweight,0,SUB Guillotine Choke,2,1:20,80
UFC Fight Night: Poirier vs. Johnson,2016-09-17,"Hidalgo, Texas, USA",Chas Skelly,Maximo Blanco,Featherweight,0,SUB D'Arce Choke,1,0:19,19
UFC Fight Night: Poirier vs. Johnson,2016-09-17,"Hidalgo, Texas, USA",Islam Makhachev,Chris Wade,Lightweight,0,U-DEC,3,5:00,300
UFC Fight Night: Poirier vs. Johnson,2016-09-17,"Hidalgo, Texas, USA",Roan Carneiro,Kenny Robertson,Welterweight,0,S-DEC,3,5:00,300
UFC Fight Night: Poirier vs. Johnson,2016-09-17,"Hidalgo, Texas, USA",Evan Dunham,Ricky Glenn,Lightweight,0,U-DEC,3,5:00,300
UFC 203: Miocic vs. Overeem,2016-09-10,"Cleveland, Ohio, USA",Bethe Correia,Jessica Eye,Women's Bantamweight,0,S-DEC,3,5:00,300
UFC 203: Miocic vs. Overeem,2016-09-10,"Cleveland, Ohio, USA",Yancy Medeiros,Sean Spencer,Welterweight,0,SUB Rear Naked Choke,2,0:49,49
UFC 203: Miocic vs. Overeem,2016-09-10,"Cleveland, Ohio, USA",Drew Dober,Jason Gonzalez,Lightweight,0,KO/TKO Punch,1,1:45,105
UFC 203: Miocic vs. Overeem,2016-09-10,"Cleveland, Ohio, USA",Nik Lentz,Michael McBride,Lightweight,0,KO/TKO Punches,2,4:17,257
UFC 203: Miocic vs. Overeem,2016-09-10,"Cleveland, Ohio, USA",Brad Tavares,Caio Magalhaes,Middleweight,0,S-DEC,3,5:00,300
UFC 203: Miocic vs. Overeem,2016-09-10,"Cleveland, Ohio, USA",Fabricio Werdum,Travis Browne,Heavyweight,0,U-DEC,3,5:00,300
UFC 203: Miocic vs. Overeem,2016-09-10,"Cleveland, Ohio, USA",Jessica Andrade,Joanne Wood,Women's Strawweight,0,SUB Guillotine Choke,1,4:38,278
UFC 203: Miocic vs. Overeem,2016-09-10,"Cleveland, Ohio, USA",Jimmie Rivera,Urijah Faber,Bantamweight,0,U-DEC,3,5:00,300
UFC 203: Miocic vs. Overeem,2016-09-10,"Cleveland, Ohio, USA",Mickey Gall,CM Punk,Welterweight,0,SUB Rear Naked Choke,1,2:14,134
UFC 203: Miocic vs. Overeem,2016-09-10,"Cleveland, Ohio, USA",Stipe Miocic,Alistair Overeem,Heavyweight,1,KO/TKO Punch,1,4:27,267
UFC Fight Night: Arlovski vs. Barnett,2016-09-03,"Hamburg, Hamburg, Germany",Ashlee Evans-Smith,Veronica Hardy,Women's Bantamweight,0,KO/TKO Elbows,3,2:46,166
UFC Fight Night: Arlovski vs. Barnett,2016-09-03,"Hamburg, Hamburg, Germany",Rustam Khabilov,Leandro Silva,Lightweight,0,U-DEC,3,5:00,300
UFC Fight Night: Arlovski vs. Barnett,2016-09-03,"Hamburg, Hamburg, Germany",Jack Hermansson,Scott Askham,Middleweight,0,U-DEC,3,5:00,300
UFC Fight Night: Arlovski vs. Barnett,2016-09-03,"Hamburg, Hamburg, Germany",Jarjis Danho,Christian Colombo,Heavyweight,0,M-DEC,3,5:00,300
UFC Fight Night: Arlovski vs. Barnett,2016-09-03,"Hamburg, Hamburg, Germany",Taylor Lapilus,Leandro Issa,Bantamweight,0,U-DEC,3,5:00,300
UFC Fight Night: Arlovski vs. Barnett,2016-09-03,"Hamburg, Hamburg, Germany",Peter Sobotta,Nicolas Dalby,Welterweight,0,U-DEC,3,5:00,300
UFC Fight Night: Arlovski vs. Barnett,2016-09-03,"Hamburg, Hamburg, Germany",Nick Hein,Tae Hyun Bang,Lightweight,0,U-DEC,3,5:00,300
UFC Fight Night: Arlovski vs. Barnett,2016-09-03,"Hamburg, Hamburg, Germany",Ryan Bader,Ilir Latifi,Light Heavyweight,0,KO/TKO Knee,2,2:06,126
UFC Fight Night: Arlovski vs. Barnett,2016-09-03,"Hamburg, Hamburg, Germany",Alexander Gustafsson,Jan Blachowicz,Light Heavyweight,0,U-DEC,3,5:00,300
UFC Fight Night: Arlovski vs. Barnett,2016-09-03,"Hamburg, Hamburg, Germany",Josh Barnett,Andrei Arlovski,Heavyweight,0,SUB Rear Naked Choke,3,2:53,173
UFC Fight Night: Arlovski vs. Barnett,2016-09-03,"Hamburg, Hamburg, Germany",Jessin Ayari,Jim Wallhead,Welterweight,0,S-DEC,3,5:00,300
UFC on FOX: Maia vs. Condit,2016-08-27,"Vancouver, British Columbia, Canada",Alessio Di Chirico,Garreth McLellan,Middleweight,0,S-DEC,3,5:00,300
UFC on FOX: Maia vs. Condit,2016-08-27,"Vancouver, British Columbia, Canada",Jeremy Kennedy,Alex Ricci,Lightweight,0,U-DEC,3,5:00,300
UFC on FOX: Maia vs. Condit,2016-08-27,"Vancouver, British Columbia, Canada",Chad Laprise,Thibault Gouti,Lightweight,0,KO/TKO Punch,1,1:36,96
